Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
932	Predictive Biomarkers in Patients With Advanced Hepatocellular Carcinoma Treated With Systemic Therapy	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: atezolizumab plus bevacizumab	CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of	https://ClinicalTrials.gov/show/NCT05197504
933	Predictive Biomarkers in Patients With Advanced Hepatocellular Carcinoma Treated With Atezolizumab Plus Bevacizumab	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: atezolizumab plus bevacizumab	CHA Bundang Medical Center, Seongnam-si, Gyeonggi-do, Korea, Republic of	https://ClinicalTrials.gov/show/NCT05173298
934	Efficacy and Safety of TACE on Downstaging Hepatocellular Carcinoma Beyond UCSF Criteria;	Recruiting	No Results Available	Hepatocellular Carcinoma	Procedure: DEB-TACE|Procedure: cTACE|Device: Drug-eluting Beads|Drug: Epirubicin	Beijing Tsinghua Chang Gung Hospital, Beijing, China	https://ClinicalTrials.gov/show/NCT04738188
935	Combined Therapy for Hepatocellular Carcinoma >3-<5 cm	Completed	No Results Available	Hepatocellular Carcinoma	Procedure: Combined therapy|Procedure: Microwave ablation|Procedure: Transarterial chemoembolization		https://ClinicalTrials.gov/show/NCT04721470
936	Liver Transplantation for Unresectable GIST Liver Metastases	Not yet recruiting	No Results Available	Liver Diseases|Liver Cancer|Liver Metastases|Liver Neoplasms|Liver Mass|Liver Carcinoma|Liver Transplant; Complications|Liver Transplant Disorder|GIST|GIST, Malignant|Gastrointestinal Stromal Tumors|Gastrointestinal Stromal Tumor of Duodenum|Gastrointestinal Stromal Tumor of Rectum|Gastrointestinal Stromal Tumor of Other Sites|Gastrointestinal Stromal Tumor, Unspecified Site|Gastrointestinal Stromal Tumor of Stomach|Gastrointestinal Stromal Tumor of Esophagus (Disorder)|Gastrointestinal Stromal Tumor by AJCC V8 Stage|Gastrointestinal Stromal Tumor, Malignant|Gastrointestinal Stromal Tumor (GIST) of the Gastrointestinal Tract|Gastrointestinal Stromal Tumor of Small Intestine (Disorder)|Gastrointestinal Stromal Tumor of Large Intestine (Disorder)|Metastases to Liver|Metastatic Liver Cancer|Metastasis|Metastases|Liver Transplantation|Transplant Oncology	Procedure: Liver Transplantation	Felipe Alconchel, Murcia, Spain	https://ClinicalTrials.gov/show/NCT04825470
937	Lapatinib Ditosylate in Treating Patients With Unresectable Liver or Biliary Tract Cancer	Completed	Has Results	Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Localized Unresectable Adult Primary Liver Cancer|Recurrent Adult Primary Liver Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer	Drug: lapatinib ditosylate|Other: laboratory biomarker analysis	Arthur G. James Cancer Hospital and Solove Research Institute at Ohio State University Medical Center, Columbus, Ohio, United States	https://ClinicalTrials.gov/show/NCT00107536
938	Epidemiologic Study of Hepatocellular Carcinoma in the US	Completed	No Results Available	Hepatocellular Carcinoma		Stanford Liver Transplant Clinic, Stanford, California, United States	https://ClinicalTrials.gov/show/NCT02358070
939	Perception of the Doctor/Patient Relationship, Disease and Treatment Among Physicians and Their Patients Treated With Systemic Therapy for Hepatocellular Carcinoma "PERCEPTION1"	Recruiting	No Results Available	Hepatocellular Carcinoma	Other: Hospitalized patient with advanced hepatocellular carcinoma receiving systemic therapy.	Hôpital Avicenne, Bobigny, France|Assistance Publique - Hôpitaux de Paris, Paris, France	https://ClinicalTrials.gov/show/NCT04823754
940	Erlotinib in Treating Patients With Unresectable Liver, Bile Duct, or Gallbladder Cancer	Completed	No Results Available	Adult Primary Cholangiocellular Carcinoma|Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Cholangiocarcinoma of the Extrahepatic Bile Duct|Cholangiocarcinoma of the Gallbladder|Localized Unresectable Adult Primary Liver Cancer|Recurrent Adult Primary Liver Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer	Drug: erlotinib hydrochloride|Other: laboratory biomarker analysis	Mayo Clinic, Rochester, Minnesota, United States	https://ClinicalTrials.gov/show/NCT00033462
941	Hepatocellular Carcinoma Imaging Using PSMA PET/CT	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: 18F-DCFPyL	St Vincent's Hospital, Fitzroy, Victoria, Australia|Austin Health, Heidelberg, Victoria, Australia|Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia|The Royal Melbourne Hospital, Melbourne, Victoria, Australia	https://ClinicalTrials.gov/show/NCT05095519
942	To Compare the Efficacy of Microwave Ablation and Laparoscopic Hepatectomy for Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Procedure: Percutaneous microwave ablation, Laparoscopic hepatectomy	Chinese PLA General Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT04365751
943	MicroRNAs as Diagnostic Biomarkers in Hepatocellular Carcinoma Among Somali Patients	Unknown status	No Results Available	Hepatocellular Carcinoma			https://ClinicalTrials.gov/show/NCT03227510
944	Cabozantinib toLERANCE Study in HepatoCellular Carcinoma (CLERANCE)	Completed	No Results Available	Hepatocellular Carcinoma	Drug: Cabozantinib group	CHU Amiens Picardie - Hôpital Sud, Amiens, France|CHU Jean Minjoz, Besançon, France|Hôpital Avicenne, Bobigny, France|Centre Hospitalier de Boulogne sur mer, Boulogne-sur-Mer, France|Centre hospitalier universitaire Côte de nacre, Caen, France|Hôpital Beaujon, Clichy, France|CHRU de Lille-Hôpital Claude Huriez, Lille, France|CHU Dupuytren, Limoges, France|Hospices Civils de Lyon - Hôpital de la Croix Rousse, Lyon, France|APHM - Timone, Marseille, France|Centre Hospitalier Universitaire de Montpellier, Montpellier, France|APHP - Hôpital St Antoine, Paris, France|Hôpital haut- lévêque, Pessac, France|Hôpital Robert Debré - CHU de Reims, Reims, France|CHRU Rennes site pontchaillou, Rennes, France|CHU de St Etienne, Saint Priest en Jarez, France|CHU Toulouse PURPAN, Toulouse, France|Hôpital Brabois adulte - CHU de Nancy, Vandoeuvre-les-Nancy, France	https://ClinicalTrials.gov/show/NCT03963206
945	Real-World Effectiveness of Regorafenib in the Treatment of Patients With Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Other: nonintervention	Henan cancer hosiptal, Zhengzhou, Henan, China	https://ClinicalTrials.gov/show/NCT05024539
946	Study of Durvalumab and Tremelimumab as First-line Treatment in Patients With Advanced Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Durvalumab|Drug: Tremelimumab (Regimen 1)|Drug: Tremelimumab (Regimen 2)|Drug: Sorafenib|Drug: Durvalumab (Regimen 1)|Drug: Durvalumab (Regimen 2)	Research Site, Los Angeles, California, United States|Research Site, Orange, California, United States|Research Site, San Francisco, California, United States|Research Site, Washington, District of Columbia, United States|Research Site, Fort Myers, Florida, United States|Research Site, Jacksonville, Florida, United States|Research Site, Westwood, Kansas, United States|Research Site, Baltimore, Maryland, United States|Research Site, Ann Arbor, Michigan, United States|Research Site, Rochester, Minnesota, United States|Research Site, New York, New York, United States|Research Site, Charlotte, North Carolina, United States|Research Site, Portland, Oregon, United States|Research Site, Pittsburgh, Pennsylvania, United States|Research Site, Dallas, Texas, United States|Research Site, Dallas, Texas, United States|Research Site, Dallas, Texas, United States|Research Site, Houston, Texas, United States|Research Site, Houston, Texas, United States|Research Site, Murray, Utah, United States|Research Site, Barretos, Brazil|Research Site, Curitiba, Brazil|Research Site, Florianopolis, Brazil|Research Site, Porto Alegre, Brazil|Research Site, Rio de Janeiro, Brazil|Research Site, Sao Paulo, Brazil|Research Site, Sao Paulo, Brazil|Research Site, Calgary, Alberta, Canada|Research Site, Edmonton, Alberta, Canada|Research Site, Hamilton, Ontario, Canada|Research Site, Kingston, Ontario, Canada|Research Site, London, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Montreal, Quebec, Canada|Research Site, Quebec City, Quebec, Canada|Research Site, Sherbrooke, Quebec, Canada|Research Site, Beijing, China|Research Site, Beijing, China|Research Site, Changchun, China|Research Site, Changsha, China|Research Site, Chengdu, China|Research Site, Dalian, China|Research Site, Fuzhou, China|Research Site, Guangzhou, China|Research Site, Hangzhou, China|Research Site, Harbin, China|Research Site, Hefei, China|Research Site, Nanchang, China|Research Site, Nanjing, China|Research Site, Nanning, China|Research Site, Neijiang, China|Research Site, Shanghai, China|Research Site, Suzhou, China|Research Site, Wuhan, China|Research Site, Xian, China|Research Site, Yibin, China|Research Site, Zhengzhou, China|Research Site, Clichy, France|Research Site, Lile, France|Research Site, Lyon, France|Research Site, Marseille, France|Research Site, Montpellier, France|Research Site, Nancy, France|Research Site, Nantes, France|Research Site, Nice, France|Research Site, Pessac, France|Research Site, Poitiers, France|Research Site, Reims, France|Research Site, Rouen, France|Research Site, Saint-Etienne, France|Research Site, Toulouse, France|Research Site, Villejuif, France|Research Site, Aachen, Germany|Research Site, Essen, Germany|Research Site, Hannover, Germany|Research Site, Heidelberg, Germany|Research Site, Koeln, Germany|Research Site, Leipzig, Germany|Research Site, Mainz, Germany|Research Site, Muenchen, Germany|Research Site, Tuebingen, Germany|Research Site, Ulm, Germany|Research Site, Hong Kong, Hong Kong|Research Site, Bangalore, India|Research Site, Bhubneshwar, India|Research Site, Chennai, India|Research Site, Chennai, India|Research Site, Hubli, India|Research Site, Hyderabad, India|Research Site, Kanpur, India|Research Site, Karmsad, India|Research Site, Ludhiana, India|Research Site, Mumbai, India|Research Site, Mumbai, India|Research Site, Nashik, India|Research Site, New Delhi, India|Research Site, Benevento, Italy|Research Site, Meldola, Italy|Research Site, Milano, Italy|Research Site, Napoli, Italy|Research Site, Perugia, Italy|Research Site, Pisa, Italy|Research Site, Roma, Italy|Research Site, Rozzano (MI), Italy|Research Site, Bunkyoku, Japan|Research Site, Chiba, Japan|Research Site, Fukuoka, Japan|Research Site, Hiroshima, Japan|Research Site, Iizuka, Japan|Research Site, Kanazawa, Japan|Research Site, Kotoku, Japan|Research Site, Kumamoto, Japan|Research Site, Kurume, Japan|Research Site, Matsuyama, Japan|Research Site, Mitakashi, Japan|Research Site, Musashino, Japan|Research Site, Nagoya, Japan|Research Site, Ogaki, Japan|Research Site, Okayama, Japan|Research Site, Osaka Sayama, Japan|Research Site, Osaka, Japan|Research Site, Osaka, Japan|Research Site, Saga, Japan|Research Site, Sapporo, Japan|Research Site, Shiwa, Japan|Research Site, Suntogun, Japan|Research Site, Tsu, Japan|Research Site, Yokohama, Japan|Research Site, Ilsan, Gyeonggi-do, Korea, Republic of|Research Site, Seongnam-si, Gyeonggi-do, Korea, Republic of|Research Site, Busan, Korea, Republic of|Research Site, Daegu, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Moscow, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Murmansk, Russian Federation|Research Site, Nizhniy Novgorod, Russian Federation|Research Site, Novosibirsk, Russian Federation|Research Site, Obninsk, Russian Federation|Research Site, Omsk, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Ufa, Russian Federation|Research Site, Barcelona, Spain|Research Site, Madrid, Spain|Research Site, Oviedo, Spain|Research Site, Pamplona Madrid, Spain|Research Site, Santander, Spain|Research Site, Chiayi, Taiwan|Research Site, Kaohsiung, Taiwan|Research Site, Taichung, Taiwan|Research Site, Tainan, Taiwan|Research Site, Tainan, Taiwan|Research Site, Taipei, Taiwan|Research Site, Taoyuan, Taiwan|Research Site, Bangkok, Thailand|Research Site, Bangkok, Thailand|Research Site, Chang Mai, Thailand|Research Site, Khon Kaen, Thailand|Research Site, Phitsanulok, Thailand|Research Site, Songkhla, Thailand|Research Site, Dnipro, Ukraine|Research Site, IvanoFrankivsk, Ukraine|Research Site, Kharkiv, Ukraine|Research Site, Kropyvnitskyi, Ukraine|Research Site, Kyiv, Ukraine|Research Site, Lviv, Ukraine|Research Site, Odesa, Ukraine|Research Site, Uzhgorod, Ukraine|Research Site, Hanoi, Vietnam|Research Site, Hochiminh, Vietnam	https://ClinicalTrials.gov/show/NCT03298451
947	The Application of Indocyanine-Green(ICG) Fluorescence Imaging in Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Drug: Indocyanine-Green(ICG)	Zhujiang Hospital of Southern Medical University, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT03793322
948	Immunotherapy of Advanced Hepatitis B Related Hepatocellular Carcinoma With γδT Cells	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Biological: autologous γδT cells	Beijing 302 Hospital of China, Beijing, Beijing, China|Beijing 302 hospital, Beijing, China	https://ClinicalTrials.gov/show/NCT04032392
949	A Pilot Study of Optical Molecular Imaging for Percutaneous Biopsy of Hepatocellular Carcinoma Using Indocyanine Green	Completed	No Results Available	Hepatocellular Carcinoma	Biological: ICG|Device: Optical molecular imaging	Massachusetts General Hospital, Boston, Massachusetts, United States	https://ClinicalTrials.gov/show/NCT01962649
950	Cabozantinib in Patients With Hepatocellular Carcinoma (ACTION)	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Cabozantinib	Hospital Clinic, Barcelona, Spain|Hospital Vall d'Hebron, Barcelona, Spain|Institut Català D'Oncologia - Hospital Duran I Reynals, Barcelona, Spain|Hospital Puerta de Hierro, Madrid, Spain|Hospital Ramon y Cajal, Madrid, Spain|Hospital Central de Asturias, Oviedo, Spain	https://ClinicalTrials.gov/show/NCT04316182
951	Study of Apatinib in Advanced Hepatocellular Carcinoma(HCC)	Unknown status	No Results Available	Hepatocellular Carcinoma	Drug: Apatinib	Tianjin Medical University Cancer Institute and Hospital, Tianjin, China	https://ClinicalTrials.gov/show/NCT03046979
952	Study of Apatinib Combined With TACE in Advance Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Procedure: TACE|Drug: Apatinib	Tianjin Medical University Cancer Hospital, Tianjin, Tianjin, China	https://ClinicalTrials.gov/show/NCT03398122
953	Evaluation of Treatment Response With Integrated MRI/PET in Patients With Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Device: The imaging biomarkers determined by MR-PET	National Taiwan University Hospital, Taipei, Taiwan	https://ClinicalTrials.gov/show/NCT02550613
954	A Study to Evaluate Autologous CIK Cells in Patients With Hepatocellular Carcinoma After TACE, PEIT or RFA	Unknown status	No Results Available	Hepatocellular Carcinoma	Biological: CIK Cell		https://ClinicalTrials.gov/show/NCT03124498
955	Neoadjuvant Therapy for Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Drug: Sintilimab Injection|Drug: TACE	the First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04174781
956	Pembrolizumab (Keytruda) in Advanced Hepatocellular Carcinoma	Completed	Has Results	Hepatocellular Carcinoma	Drug: Pembrolizumab	University of Miami, Miami, Florida, United States	https://ClinicalTrials.gov/show/NCT02658019
957	18F-FluoroethylCholine Positron Emission Tomography: a Promising Diagnostic Tool for Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Device: 18F-FluoroethylCholine PET	Department of liver surgery; Peking Union Medical College Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT02238769
958	Mechanism of Sorafenib Resistance in Patients With Advanced Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Sorafenib	King Saud University Medical City, Riyadh, Saudi Arabia	https://ClinicalTrials.gov/show/NCT02733809
959	Study of the Combination of TACE With Apatinib in Patients With Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Procedure: TACE and Apatinib|Procedure: TACE		https://ClinicalTrials.gov/show/NCT03066557
960	Phase I/II Study of OPB-31121 in Patients With Progressive Hepatocellular Carcinoma	Completed	Has Results	Hepatocellular Carcinoma	Drug: OPB-31121|Drug: OPB-31121 phase2	Chiba, Japan|Tokyo, Japan	https://ClinicalTrials.gov/show/NCT01406574
961	ATEZOLIZUMAB - BEVACIZUMAB in the Treatment Hepatocellular Carcinoma Inoperable or	Not yet recruiting	No Results Available	Advanced Hepatocellular Carcinoma			https://ClinicalTrials.gov/show/NCT04730388
962	Contrast Enhanced Ultrasound Guidance Biopsy for the Diagnosis of Liver Tumors	Unknown status	No Results Available	Liver Diseases	Procedure: Contrast enhanced ultrasound guided liver biopsy	Regional Institute of Gastroenterology and Hepatology "Octavian Fodor", Cluj-Napoca, Please Enter The State Or Province, Romania	https://ClinicalTrials.gov/show/NCT03811431
963	TACE Combined With Lenvatinib for Unresectable Hepatocellular Carcinoma	Enrolling by invitation	No Results Available	Hepatocellular Carcinoma	Drug: Lenvatinib|Procedure: TACE	Department of Interventional Radiology, Zhongshan Hospital, Fudan University., Shanghai, Shanghai, China	https://ClinicalTrials.gov/show/NCT04490694
964	Efficacy and Safety of Activated T Lymphocytes (ATL) in Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Biological: ATL administration	Hualien Tzu Chi Hospital, Hualien City, Taiwan|National Taiwan University Hospital, Taipei, Taiwan|Taipei City Hospital, RENAI Branch, Taipei, Taiwan	https://ClinicalTrials.gov/show/NCT05304481
965	Axitinib For The Treatment Of Advanced Hepatocellular Carcinoma	Completed	Has Results	Hepatocellular Carcinoma	Drug: Axitinib (AG-013736)|Other: Best Supportive Care|Drug: Placebo	Alta Bates Summit Comprehensive Cancer Center, Berkeley, California, United States|UCSD Medical Center- La Jolla, La Jolla, California, United States|Moores UCSD Cancer Center, La Jolla, California, United States|University of California Irvine Medical Center, Orange, California, United States|UCSD Medical Center- Hillcrest, San Diego, California, United States|Florida Hospital Transplant Center, Liver Unit, Orlando, Florida, United States|Moffitt Cancer Center & Research Institute, Tampa, Florida, United States|University of Michigan, Ann Arbor, Michigan, United States|Nebraska Methodist Hospital, Omaha, Nebraska, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Penn Presbyterian Medical Center, Philadelphia, Pennsylvania, United States|Universitair Ziekenhuis Gent, Gent, Belgium|CHC Clinique Saint-Joseph, Liège, Belgium|The First Affiliated Hospital of Anhui Medical University, Hefei, Anhui, China|Guangdong General Hospital, Guangzhou, Guangdong, China|Nanjing Bayi Hospital, Nan Jing, Jiangsu, China|Jiang Su Cancer Hospital, Nanjing, Jiangsu, China|Sir Run Run Shaw Hospital of College of Medicine of Zhejiang University, Hangzhou, Zhejiang, China|The PLA 307 Hospital, Beijing, China|Zhongshan Hospital Fudan University, Shanghai, China|Centre Hospitalier Universitaire d'Amiens, Amiens, France|Hopital Saint André, Bordeaux Cedex, France|CHU Cote de Nacre, Caen, cedex 05, France|Bichat-Beaujon Service Inter Hospitalier De Cancerologie, Clichy, France|Hopital De La Croix-Rousse, Lyon Cedex 04, France|UPCET-CIC Timone, Marseille, France|CHRU Montpellier-Hopital Saint Eloi - Departement Oncologie Medicale, Montpellier Cedex 05, France|Hôpital L'Archet Ii, Nice, France|Hôpital Saint Antoine, Paris, France|Centre Eugène Marquis, Rennes, France|CHRU de Purpan., Toulouse Cedex, France|Medizinische Klinik mit Schwerpunkt, Berlin, Germany|Universitätsklinikum Bonn, Bonn, Germany|Klinikum der Ludwig-Maximilians-Universitaet , Campus Grosshadern, München, Germany|Queen Mary Hospital, Hong Kong, Hong Kong|Prince of Wales Hospital, Shatin, N.T., Hong Kong|Semmelweis Egyetem I.sz. Belgyógyászati Klinika, Budapest, Hungary|Szegedi Tudományegyetem Onkoterápiás Klinika, Szeged, Hungary|Istituto di Ematologia ed Oncologia Medica, Lorenzo ed Ariosto Seragnoli,, Bologna, Italy|Policlinico S.Orsola-Malpighi Dipartimento di Ematologia e Scienze Oncologiche "L. E A. Seragnoli", Bologna, Italy|Ospedale Versilia,Oncologia Medica, Lido Di Camaiore (LU), Italy|Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori IRST, Meldola (FC), Italy|Unita Operativa Oncologia Medica IRCCS Fondazione Salvatore Maugeri, Pavia, Italy|Policlinico Universitario Agostino Gemelli, Roma, Italy|Unità Operativa Oncologica Medica, Roma, Italy|Azienda Ospedaliera Universitaria Senese Policlinico Santa Maria aile Scotte, Siena, Italy|Aichi Cancer Center Central Hospital, Diagnostic and Interventional Radiology, Nagoya, Aichi, Japan|Chiba University Hospital, Chiba City, Chiba, Japan|Gifu Municipal Hospital, Gifu-shi, Gifu, Japan|Kanazawa University Hospital, Kanazawa, Ishikawa, Japan|Kinki University Hospital, Osaka-Sayama, Osaka, Japan|Shizuoka Cancer Center, Suntou-gun, Shizuoka, Japan|Sasaki Foundation Kyoundo Hospital, Chiyoda-Ku, Tokyo, Japan|Nihon University Itabashi Hospital, Itabashi-Ku, Tokyo, Japan|Yamanashi Prefectural Central Hospital, Kofu-Shi, Japan|National Cancer Center/ Center for Liver Cancer, Goyang-si, Korea, Republic of|Samsung Medical Center, Division of Hematology-Oncology, Department of Medicine, Seoul, Korea, Republic of|Asan Medical Center, Division of Oncology, Department of Internal Medicine, Seoul, Korea, Republic of|Fakultna nemocnica s poliklinikou F. D. Roosevelta Banska Bystrica, Banska Bystrica, Slovakia|Narodny onkologicky ustav, Bratislava, Slovakia|POKO Poprad s.r.o., Poprad, Slovakia|Nemocnica Poprad, a.s., Poprad, Slovakia|Changhua Christian Hospital, Changhua, Taiwan|Chang Gung Medical Foundation - Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, Taiwan|Taichung Veterans General Hospital, Taichung, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan|Chi-Mei Medical Center LiouYing, Tainan, Taiwan|National Taiwan University Hospital, Taipei, Taiwan|Chang Gung Medical Foundation Linkou Branch, Taoyuan, Taiwan|The Christie NHS Foundation Trust, Withington, Manchester, United Kingdom|Clatterbridge Centre for Oncology NHS Foundation Trust, Liverpool, United Kingdom|Royal Liverpool and Broadgreen University Hospital, Liverpool, United Kingdom|Royal Free Hospital, London, United Kingdom|King's College Hospital NHS Foundation Trust, London, United Kingdom|Hammersmith Hospital, London, United Kingdom	https://ClinicalTrials.gov/show/NCT01210495
966	Glypican-3 as a Prognostic Factor in Patients With Hepatocellular Carcinoma Treated by Immunotherapy	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Other: Quantitative assay of GlypicanPC-3		https://ClinicalTrials.gov/show/NCT05263830
967	CT Perfusion Parameters Predict Vascular Pattern in Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Other: CT perfusion examination	Cancer Center Sun Yat-sen University, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT04715321
968	Study of PIVKA-II and AFP Measurement in Surveillance Program for Early Detection of Hepatocellular Carcinoma	Unknown status	No Results Available	Hepatocellular Carcinoma	Device: tumor maker interval shortly	Severance Hospital, Seoul, Seodaemun-gu, Korea, Republic of	https://ClinicalTrials.gov/show/NCT01277653
969	Durvalumab Plus Lenvatinib as First-line Treatment for Unresectable Hepatocellular Carcinoma	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Durvalumab plus Lenvatinib	the First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT05312216
970	Study of Sorafenib With Combination of Thalidomide in Hepatocellular Carcinoma (HCC)	Terminated	No Results Available	Hepatocellular Carcinoma	Drug: sorafenib (Nexavar®), thalidomide (Thado®)	Ghang-Gung Memorial Hospital at Chia-Yi, Chia-Yi, Taiwan	https://ClinicalTrials.gov/show/NCT00971126
971	A Study of Recombinant Vaccinia Virus to Treat Unresectable Primary Hepatocellular Carcinoma	Completed	Has Results	Carcinoma, Hepatocellular	Genetic: JX-594: Recombinant vaccinia virus (TK-deletion plus GM-CSF)	Moores UCSD Cancer Center, La Jolla, California, United States|Mayo Clinic, Rochester, Minnesota, United States|Billings Clinic Cancer Center, Billings, Montana, United States|The Ohio State University, Columbus, Ohio, United States|University of Pittsburgh Medical Center - Liver Cancer Center, Pittsburgh, Pennsylvania, United States|McMaster University Medical Centre, Hamilton, Ontario, Canada|Pusan National University Hospital, Busan, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Shin Chon Severance Hospital / Yonsei University Medical Center, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT00554372
972	Donafenib Combined With TACE as Adjuvant Therapy of Patients With Hepatocellular Carcinoma	Not yet recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Donafenib	Chinese Academy of Medical Sciences & Peking Union Medical College Hospital, Beijing, China	https://ClinicalTrials.gov/show/NCT05161143
973	Lenvatinib Combined Toripalimab in Advanced Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Toripalimab plus Lenvatinib	Chinese Academy of Medical Sciences & Peking Union Medical College Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT04368078
974	Study of Milciclib in Patients With Unresectable/Metastatic Hepatocellular Carcinoma	Completed	No Results Available	Hepatocellular Carcinoma	Drug: Milciclib maleate	Ippokrateio General Hospital of Athens, Athens, Greece|Laiko General Hospital of Athens, Athens, Greece|General University Hospital of Larissa, Larissa, Greece|University General Hospital of Thessaloniki - AHEPA, Thessaloniki, Greece|Rambam Health Corporation, Haifa, Israel|Rabin Medical Center - Beilinson Hospital, Petah Tikva, Israel|The Sheba Academic Medical Center Hospital - Tel Hashomer, Ramat Gan, Israel|Tel Aviv Sourasky Medical Center, Tel Aviv, Israel|Istituto Clinico Humanitas, Rozzano, MI, Italy|AOU S. Orsola Malpighi Bologna, Bologna, Italy|Fondazione IRCCS Cà Granda Ospedale Maggiore Policlinico, Milano, Italy|Azienda Ospedaliera Universitaria Policlinico di Modena, Modena, Italy|A.O.U. Federico II, Napoli, Italy|A.O. U. Policlinico Paolo Giaccone, Palermo, Italy	https://ClinicalTrials.gov/show/NCT03109886
975	SHR-1210 Combined With Apatinib Mesylate in the Perioperative Therapy for Hepatocellular Carcinoma	Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Apatinib Mesylate|Drug: Camrelizumab	the First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT04930315
976	Long Term Follow-Up Study of Immuncell-LC Group and Non-Treatment Group in Hepatocellular Carcinoma Patients.	Completed	No Results Available	Hepatocellular Carcinoma		Seoul National Hospital, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Korea University Guro Hospital, Seoul, Korea, Republic of|Korea University Ansan Hospital, Seoul, Korea, Republic of	https://ClinicalTrials.gov/show/NCT01890291
977	Glypican 3-specific Chimeric Antigen Receptor Expressing T Cells for Hepatocellular Carcinoma (GLYCAR)	Active, not recruiting	No Results Available	Hepatocellular Carcinoma	Genetic: GLYCAR T cells|Drug: Cytoxan|Drug: Fludarabine	Houston Methodist Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT02905188
978	Radioembolization for Hepatocellular Carcinoma With Portal Vein Tumoral Thrombosis	Completed	No Results Available	Hepatocellular Carcinoma	Radiation: yttrium-90 radioembolization		https://ClinicalTrials.gov/show/NCT04771988
