"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
938,"Radiolabeled Monoclonal Antibody Therapy in Treating Patients With Gastrointestinal Cancer","Withdrawn","No Results Available","Colorectal Cancer|Esophageal Cancer|Gastric Cancer|Pancreatic Cancer","Other: iodine I 131 monoclonal antibody CC49-deltaCH2","UCSF Cancer Center and Cancer Research Institute, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT00025532"
939,"Safety and Effect of GL-ONC1 Administered IV Prior to Surgery to Patients With Solid Organ Cancers Undergoing Surgery","Terminated","No Results Available","Solid Organ Cancers","Biological: GL-ONC1","UC San Diego Moores Cancer Center, La Jolla, California, United States","https://ClinicalTrials.gov/show/NCT02714374"
940,"Dose-Escalation Study Of Palbociclib + Nab-Paclitaxel In mPDAC","Completed","Has Results","Metastatic Pancreatic Ductal Adenocarcinoma","Drug: Palbociclib|Drug: Nab-Paclitaxel","Scottsdale Healthcare Hospitals DBA HonorHealth, Scottsdale, Arizona, United States|Virginia G. Piper Cancer Pharmacy, Scottsdale, Arizona, United States|UC San Diego Medical Center - La Jolla (Thornton Hospital), La Jolla, California, United States|UC San Diego Moores Cancer Center - Investigational Drug Services, La Jolla, California, United States|UC San Diego Moores Cancer Center, La Jolla, California, United States|UC San Diego Medical Center - Hillcrest, San Diego, California, United States|Anschutz Cancer Pavilion, Aurora, Colorado, United States|University of Colorado Cancer Center, Aurora, Colorado, United States|University of Colorado Denver, CTO (CTRC), Aurora, Colorado, United States|University of Colorado Hospital - Anschutz Inpatient Pavilion (AIP), Aurora, Colorado, United States|University of Colorado Hospital - Anschutz Outpatient Pavilion (AOP), Aurora, Colorado, United States|The Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Siteman Cancer Center - West County, Creve Coeur, Missouri, United States|Barnes-Jewish Hospital, Saint Louis, Missouri, United States|Washington University Infusion Center Pharmacy, Saint Louis, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Siteman Cancer Center - South County, Saint Louis, Missouri, United States|Siteman Cancer Center, Saint Peters, Missouri, United States|University of Utah, Huntsman Cancer Hospital, Salt Lake City, Utah, United States|University of Utah, Huntsman Cancer Institute, Salt Lake City, Utah, United States|Hospital Universitario de Fuenlabrada. Unidad de Farmacia, Fuenlabrada, Madrid, Spain|Hospital Universitario Fuenlabrada, Fuenlabrada, Madrid, Spain|Hospital Universitari Vall D'Hebron, Servicio de Oncología Médica, Barcelona, Spain|Hospital Universitario 12 de Octubre Servicio de Farmacia, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain","https://ClinicalTrials.gov/show/NCT02501902"
941,"Imaging Study of 18F-FAC PET Scans to Assess Standard Treatment in People With Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Cancer|Pancreatic Ductal Adenocarcinoma","Diagnostic Test: PET Scan","Memorial Sloan Kettering Cancer Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT05141643"
942,"A Phase II Study of Neoadjuvant FOLFIRINOX","Completed","Has Results","Resectable Pancreatic Ductal Adenocarcinoma","Drug: FOLFIRINOX","Indiana University Simon Cancer Center, Indianapolis, Indiana, United States","https://ClinicalTrials.gov/show/NCT02178709"
943,"An Open-Label, Dose-Escalation Study of INCB054329 in Patients With Advanced Malignancies","Terminated","Has Results","Solid Tumors and Hematologic Malignancy","Drug: INCB054329 Monotherapy","Cedars-Sinai Medical Center, Los Angeles, California, United States|University of California, San Francisco, Medical Center at Mount Zion, San Francisco, California, United States|Sarah Cannon Research Institute Research Center, Denver, Colorado, United States|Northwestern Memorial Hospital, Chicago, Illinois, United States|The University of Chicago Medical Center, Chicago, Illinois, United States|Horizon Oncology Center, Lafayette, Indiana, United States|John Hopkins, Baltimore, Maryland, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Washington University School of Medicine in St. Louis, Saint Louis, Missouri, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States|Seattle Cancer Care Alliance, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT02431260"
944,"Maintenance With OSE2101 Plus FOLFIRI, or FOLFIRI After FOLFIRINOX-based Induction Therapy in Locally Advanced or Metastatic Pancreatic Ductal Adenocarcinoma","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma|Locally Advanced Cancer|Metastatic Cancer","Drug: FOLFIRI|Drug: OSE2101","Clinique de l'Europe, Amiens, France|Hôpital Sud CHU Amiens, Amiens, France|CH Beauvais, Beauvais, France|CHRU Jean Minjoz, Besançon, France|Clinique Tivoli Ducos, Bordeaux, France|CHU Morvan, Brest, France|GHPSO Site de Creil, Creil, France|Hôpital Henri Mondor, Créteil, France|Centre Georges François Leclerc, Dijon, France|CHU Dijon, Dijon, France|CHRU Lille, Lille, France|centre Léon Bérard, Lyon, France|Hôpital Edouard Herriot, Lyon, France|Hôpital la Croix Rousse, Lyon, France|Hôpital Lyon Sud Hospices Civils de Lyon, Lyon, France|Hôpital Privé Jean Mermoz, Lyon, France|Hôpital Européen, Marseille, France|Institut Paoli Calmette, Marseille, France|Hôpital Pitié Salpêtrière, Paris, France|Hôpital Saint Antoine, Paris, France|Institut Mutualiste Montsouris, Paris, France|CHU Poitiers, Poitiers, France|CHU Robert Debré, Reims, France|Institut Curie, Saint-Cloud, France|Centre Paul Strauss, Strasbourg, France|Clinique Pasteur, Toulouse, France|Hôpital TROUSSEAU, Tours, France|Insitut de Cancérologie de Lorraine, Vandœuvre-lès-Nancy, France","https://ClinicalTrials.gov/show/NCT03806309"
945,"Collecting and Storing Samples of Blood From Patients With Pancreatic Cancer and Healthy Participants","Completed","No Results Available","Pancreatic Cancer","Other: This is a non-intervention study for all groups.|Other: study of socioeconomic and demographic variables",,"https://ClinicalTrials.gov/show/NCT00898482"
946,"To Assess the Safety of Continuous IV Administration of Plerixafor and Assess Impact on the Immune Microenvironment in Patients With Pancreatic, Ovarian and Colorectal Adenocarcinomas","Terminated","No Results Available","Pancreas Cancer","Drug: Plerixafor","Weill Cornell Medical College, New York, New York, United States|Cambridge University Hospitals NHS Foundation Trust, Cambridge, United Kingdom","https://ClinicalTrials.gov/show/NCT03277209"
947,"Transabdominal Ultrasound With BR55 for Characterization of Pancreatic Lesions","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: BR55","Stanford University Medical Center, Palo Alto, California, United States","https://ClinicalTrials.gov/show/NCT03486327"
948,"Multi-center, Open-label, Phase 1b Clinical Trial to Evaluate the Safety, Tolerability, and Exploratory Efficacy of TEW-7197 in Combination With FOLFOX in Patients With Metastatic Pancreatic Ductal Adenocarcinoma Who Have Failed First-Line Gemcitabine and Nab-Paclitaxel","Unknown status","No Results Available","Metastatic Pancreatic Cancer","Drug: TEW-7197","Samsung Medical Center, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT03666832"
949,"Second-line Study of PEGPH20 and Pembro for HA High Metastatic PDAC","Unknown status","No Results Available","Pancreatic Ductal Adenocarcinoma|Pancreatic Cancer|Pancreatic Neoplasms","Drug: PEGPH20|Biological: Pembrolizumab","Banner Health - MD Anderson Cancer Center, Gilbert, Arizona, United States|Cedars Sinai Medical Center, Los Angeles, California, United States|Rutgers - Cancer Institute of New Jersey (CINJ), New Brunswick, New Jersey, United States|University of Washington--Seattle Cancer Care Alliance, Seattle, Washington, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT03634332"
950,"Efficacy of Chemopreventive Agents on Disease-free and Overall Survival in Patients With Pancreatic Ductal Adenocarcinoma: The CAOS Study","Recruiting","No Results Available","Disease Free Survival|Overall Survival|Pancreatic Cancer","Behavioral: use of targeted drugs such as aspirin, B-Blockers, Metformin, ACE-inhibitors, Statins","IRCCS San Raffaele, Milan, Italy","https://ClinicalTrials.gov/show/NCT04245644"
951,"Magnetic Resonance Imaging (MRI) to Predict Outcomes of Pancreatic Ductal Adenocarcinoma (PDAC)","Recruiting","No Results Available","PDAC - Pancreatic Ductal Adenocarcinoma","Diagnostic Test: 6D-MRI","Cedars-Sinai Medical Center, Los Angeles, California, United States","https://ClinicalTrials.gov/show/NCT04700488"
952,"Capecitabine, Vorinostat, and Radiation Therapy in Treating Patients With Nonmetastatic Pancreatic Cancer","Completed","No Results Available","Pancreatic Cancer|Periampullary Adenocarcinoma","Drug: capecitabine|Drug: vorinostat|Radiation: Radiotherapy|Procedure: Surgery to remove tumor","Vanderbilt-Ingram Cancer Center, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00983268"
953,"Combining Erlotinib Plus Bevacizumab and Gemcitabine Plus Capecitabine to Treat Advanced Pancreatic Cancer","Completed","No Results Available","Pancreatic Cancer","Drug: Gemcitabine 1000 mg/m2 iv days 1, 8, 15 of a 28 day cycle|Drug: Capecitabine orally days 1 -21|Drug: Erlotinib 100 mg orally days 1-28|Drug: Bevacizumab 5 mg/kg intravenously every 2 weeks","The Royal Marsden Foundation Hospital NHS Trust, London and Surrey, London, United Kingdom","https://ClinicalTrials.gov/show/NCT00260364"
954,"Effects of Different Methods of PDAC Specimen Acquisition on Primary Cell Culture and Application","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Procedure: different methods of specimen acquisition","The Third Xiangya Hospital, Central South University, Changsha, Hunan, China","https://ClinicalTrials.gov/show/NCT04797676"
955,"A Phase 2 Study of siG12D LODER in Combination With Chemotherapy in Patients With Locally Advanced Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma|Pancreatic Cancer","Drug: siG12D-LODER|Drug: Gemcitabine+nab-Paclitaxel|Drug: Folfirinox","Hackensack Meridian Health, Hackensack, New Jersey, United States|The Mount Sinai Hospital, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|MD Anderson Cancer Center, Houston, Texas, United States|Rambam Medical Center, Haifa, Israel|Rabin Medical Center, Petah Tikva, Israel|Sheba Medical Center (Tel H'shomer), Ramat Gan, Israel|Sourasky MC (Ichilov) Tel Aviv Israel, Tel Aviv, Israel|Assaf Harofeh Medical Center, Tzrifin, Israel","https://ClinicalTrials.gov/show/NCT01676259"
956,"Plasma Biomarkers P-DAC, V1","Terminated","No Results Available","Pancreatic Ductal Adenocarcinoma",,"Beacon Hospital, Bracken Rd, Sandyford Industrial Estate, Dublin 18, Ireland|Our Lady of Lourdes Hospital Drogheda, Drogheda, Louth, Ireland|Bon Secours, Cork, Ireland|Beaumont Hospital, Dublin, Ireland|St Vincent's Hospital, Dublin, Ireland|Galway University Hospital, Galway, Ireland|Midwestern Regional Hospital, Limerick, Ireland|Adelaide Meath National Childrens Hospital, Tallaght, Ireland|Waterford Regional Hospital, Waterford, Ireland","https://ClinicalTrials.gov/show/NCT02050997"
957,"Standard Pain Control or Intrathecal Therapy in Controlling Pain in Patients With Locally Advanced, Unresectable, or Metastatic Pancreatic Cancer","Terminated","Has Results","Pain|Pancreatic Cancer","Drug: morphine sulfate|Device: Medtronic intrathecal pump","Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00660348"
958,"Study to Assess the Safety and Efficacy of Intravenous Injection of the Imaging Agent 111In-IPN01087 in Patients With Locally Advanced or Metastatic Pancreatic or Colorectal Cancer.","Withdrawn","No Results Available","Pancreatic Ductal Adenocarcinoma|Colorectal Cancer","Drug: 111In-IPN01087 Low dose|Drug: 111In-IPN01087 High dose","Institut Jules Bordet, Brussels, Belgium|UZ Leuven, Leuven, Belgium|Centre Léon Bérard, Léon, France|CHRU de Nancy - Hôpital de Brabois, Nancy, France|CHU de Nantes - Hôpital Hôtel Dieu, Nantes, France","https://ClinicalTrials.gov/show/NCT04632199"
959,"SERum-bank for PANcreatic Cancer","Recruiting","No Results Available","Adenocarcinoma","Biological: Blood sample","Institut Cancérologique Lucien Newirth (ICLN), Saint-Priest-en-Jarez, France|CHU Saint-Etienne, Saint-Étienne, France","https://ClinicalTrials.gov/show/NCT04374175"
960,"Diagnostic Accuracy of Circulating Tumor Cells (CTCs) and Onco-exosome Quantification in the Diagnosis of Pancreatic Cancer - PANC-CTC","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma (PDAC)","Procedure: Blood samples|Procedure: Portal vein blood sample","Chu de Bordeaux, Bordeaux, France","https://ClinicalTrials.gov/show/NCT03032913"
961,"Triacetyluridine and Fluorouracil Compared With Gemcitabine in Treating Patients With Unresectable Locally Advanced, or Metastatic Pancreatic Cancer","Completed","No Results Available","Drug/Agent Toxicity by Tissue/Organ|Pancreatic Cancer","Drug: fluorouracil|Drug: gemcitabine hydrochloride|Drug: triacetyluridine","Brookwood Medical Center, Birmingham, Alabama, United States|Comprehensive Cancer Center at University of Alabama at Birmingham, Birmingham, Alabama, United States|Providence Saint Joseph Medical Center - Burbank, Burbank, California, United States|City of Hope Comprehensive Cancer Center, Duarte, California, United States|Scripps Cancer Center at Scripps Clinic, La Jolla, California, United States|Northwest Oncology and Hematology Associates, Coral Springs, Florida, United States|Florida Cancer Specialists - World Plaza, Fort Myers, Florida, United States|Memorial Cancer Institute at Memorial Regional Hospital, Hollywood, Florida, United States|Florida Oncology Associates - South Side, Jacksonville, Florida, United States|University of Miami Sylvester Comprehensive Cancer Center, Miami, Florida, United States|Florida Cancer Institute - New Port Richey, New Port Richey, Florida, United States|St. Joseph's Hospital, Savannah, Georgia, United States|Cancer Care Center, New Albany, Indiana, United States|Cancer Center at Greater Baltimore Medical Center, Baltimore, Maryland, United States|Wellstat Therapeutics, Gaithersburg, Maryland, United States|CCOP - Metro-Minnesota, Saint Louis Park, Minnesota, United States|Capitol Comprehensive Cancer Care Clinic, Jefferson City, Missouri, United States|David C. Pratt Cancer Center at St. John's Mercy, Saint Louis, Missouri, United States|University of New Mexico Cancer Research and Treatment Center, Albuquerque, New Mexico, United States|Queens Medical Associates, PC, Fresh Meadows, New York, United States|New York Weill Cornell Cancer Center at Cornell University, New York, New York, United States|Summit Oncology Associates, Akron, Ohio, United States|Penn State Cancer Institute at Milton S. Hershey Medical Center, Hershey, Pennsylvania, United States|Fox Chase - Temple Cancer Center, Philadelphia, Pennsylvania, United States|Cancer Centers of the Carolinas - Eastside, Greenville, South Carolina, United States|Corpus Christi Cancer Center, Corpus Christi, Texas, United States|Ottawa Regional Cancer Centre at Ottawa Hospital - General Campus, Ottawa, Ontario, Canada|Regional Cancer Care at Thunder Bay Regional Health Sciences Centre, Thunder Bay, Ontario, Canada|McGill Cancer Centre at McGill University, Montreal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00024427"
962,"Resection of the Nerve Plexus on the Right Half of Celiac and SMA Associated With Extended Pancreatoduodenectomy in the Surgical Treatment for Adenocarcinoma of the Head of Pancreas","Unknown status","No Results Available","Pancreatic Cancer","Procedure: resection of the nerve plexus on the right half of celiac and SMA associated with extended pancreatoduodenectomy|Procedure: standard pancreatoduodenectomy","Pancreatic Cancer Institute, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT02514928"
963,"RPSA as a Potential Prognostic Biomarker of Pancreatic Cancer","Not yet recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma (PDAC)","Other: Blood sample","Damien JOLLY, Reims, France","https://ClinicalTrials.gov/show/NCT04575363"
964,"Mesothelin-Targeted Immunotoxin LMB-100 Alone or in Combination With Nab-Paclitaxel in People With Previously Treated Metastatic and/or Locally Advanced Pancreatic Ductal Adenocarcinoma and Mesothelin Expressing Solid Tumors","Completed","Has Results","Neoplasms|Pancreatic Neoplasms","Drug: LMB-100|Drug: Nab-Paclitaxel|Device: Mesothelin Expression","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT02810418"
965,"Comparison of Two Needles (19G Flex Versus 22G Standard) for Pancreatic Solid Tumors Diagnosis","Completed","No Results Available","Adenocarcinoma of Head of Pancreas","Device: puncture of head of pancreas","Hopital Saint Joseph, Marseille, France","https://ClinicalTrials.gov/show/NCT02078232"
966,"A Study of IMMray™ PanCan-d Test for Early Detection of Pancreatic Cancer in High-risk Groups","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma|Familial Pancreatic Cancer|FAMMM - Familial Atypical Mole Malignant Melanoma Syndrome",,"Stanford Gastroenterology and Hepatology, Stanford, California, United States|Yale University, New Haven, Connecticut, United States|University of Chicago Medical Center, Chicago, Illinois, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|University of Massachusetts, Worcester, Massachusetts, United States|New York University Hospital, New York, New York, United States|Columbia University, New York, New York, United States|Mount Sinai Hospital, New York, New York, United States|The Ohio State University, Columbus, Ohio, United States|Oregon Health & Science University, Portland, Oregon, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|University of Utah, Salt Lake City, Utah, United States|The Research Institute of the McGill University Health Centre, Montréal, Canada|University Hospital Ramon y Cajal, Madrid, Spain|University Hospital Santiago De Compostela, Santiago De Compostela, Spain|Sahlgrenska University Hospital, Gothenburg, Sweden|Linköping University Hospital, Linköping, Sweden|Karolinska University Hospital, Stockholm, Sweden|Umeå University Hospital, Umeå, Sweden|University Collage London Hospital, London, United Kingdom","https://ClinicalTrials.gov/show/NCT03693378"
967,"A Phase 1 Dose Escalation Trial of ASG-5ME in Pancreatic or Gastric Adenocarcinoma","Completed","No Results Available","Gastric Neoplasms|Pancreatic Neoplasms","Drug: ASG-5ME","TGen Clinical Research Service at Scottsdale Healthcare, Scottsdale, Arizona, United States|University of California at San Francisco, San Francisco, California, United States|University of Chicago, Chicago, Illinois, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Texas Oncology - Baylor Sammons Cancer Center, Dallas, Texas, United States|Texas Oncology - Tyler, Tyler, Texas, United States|Seattle Cancer Care Alliance / University of Washington, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT01166490"
968,"Prevention of Upper Gastrointestinal Hemorrhage Using Albis® in the Patients of Locally Advanced Pancreatic Cancer Who Underwent Concurrent Chemoradiotherapy","Withdrawn","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: Albis®|Drug: Placebo",,"https://ClinicalTrials.gov/show/NCT02570529"
969,"Immunotherapy of CD8+NKG2D+ AKT Cell With Chemotherapy to Pancreatic Cancer","Unknown status","No Results Available","Pancreatic Ductal Adenocarcinoma","Biological: CD8+NKG2D+ AKT Cell|Drug: Gemcitabine","Shanghai General Hospital, Shanghai, Shanghai, China|Shanghai General Hospital, Shanghai, China","https://ClinicalTrials.gov/show/NCT02929797"
970,"Vaccine Therapy in Treating Patients With Cancer of the Gastrointestinal Tract","Terminated","No Results Available","Colorectal Cancer|Esophageal Cancer|Extrahepatic Bile Duct Cancer|Gallbladder Cancer|Gastric Cancer|Pancreatic Cancer|Small Intestine Cancer","Biological: carcinoembryonic antigen peptide 1-6D|Biological: incomplete Freund's adjuvant|Biological: sargramostim","University of Texas Medical Branch, Galveston, Texas, United States","https://ClinicalTrials.gov/show/NCT00012246"
971,"Adjuvant Chemoradiation Following Radical Resection of Pancreatic Ductal Adenocarcinoma, a Prospective Cohort Study","Recruiting","No Results Available","Resectable Pancreatic Cancer|Adjuvant Chemoradiotherapy|Surgery","Other: Follow-up only|Drug: Adjuvant chemotherapy|Radiation: Adjuvant chemoradiotherapy|Radiation: Adjuvant chemoradiotherapy + Adjuvant chemotherapy","Zhongshan Hospital Fudan University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04737551"
972,"Modified FOLFIRINOX for Gemcitabine Refractory Pancreatic Cancer: A Phase II Multicenter Trial","Completed","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: modified FOLFIRINOX regimen",,"https://ClinicalTrials.gov/show/NCT02440958"
973,"Docetaxel Plus Oxaliplatin as Therapy in Patients With Pancreatic Cancer","Unknown status","No Results Available","Pancreas Neoplasms","Drug: Docetaxel|Drug: Oxaliplatin","Städtische Kliniken Esslingen, Esslingen, Baden Württemberg, Germany|Klinikum Schwäbisch Gmünd, Mutlangen, Baden Württemberg, Germany|Universitätsklinikum Ulm Klinik für Innere Medizin I, Ulm, Baden Württemberg, Germany|Universitätsklinikum Giessen und Marburg GmbH, Marburg, Hessen, Germany|Klinik und Poliklinik für Innere Medizin I / Universitätsklinikum Halle, Halle, Germany","https://ClinicalTrials.gov/show/NCT00690300"
974,"Short-course Versus Long-course Pre-operative Chemotherapy With mFOLFIRINOX or PAXG (CASSANDRA TRIAL)","Recruiting","No Results Available","Pancreas Ductal Adenocarcinoma","Drug: PAXG|Drug: mFOLFIRINOX|Drug: short-course chemotherapy|Drug: long-course chemotherapy","Oncologia Medica e Prevenzione Oncologica Centro di riferimento oncologico (CRO), IRCCS, Aviano, Italy|Oncologia Medica Az. Ospedaliera Istituto Tumori ""Giovanni Paolo II"", Bari, Italy|Oncologia ASST pg23, Bergamo, Italy|Oncologia Medica Azienda Universitaria Ospedaliera Policlinico Sant'Orsola-Malpighi, Bologna, Italy|Oncologia Medica dell'Az.Ospedaliera Fondazione Poliambulanza Istituto Ospedaliero, Brescia, Italy|Oncologia Medica AOU Careggi, Florence, Italy|Oncologia Ospedale Generale Provinciale, Macerata, Italy|Oncologia Medica dell'Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori, Meldola, Italy|Oncologia dell'Istituto Clinico Humanitas, Milan, Italy|IRCCS San Raffaele, Milan, Italy|Oncologia Medica Falck Niguarda, Milan, Italy|Oncologia Medica Az Ospedaliera AOU Cagliari Policlinico Universitario Dullio Casula, Monserrato, Italy|Oncologia Medica AOU FEDERICO II, Naples, Italy|Oncologia Medica 1 Ospedaliera Istituto Oncologico Veneto IRCCS, Padova, Italy|Oncologia Medica Arnas Civico, Palermo, Italy|Oncologia Medica 2 Az. Ospedaliera Universitaria Pisana, Pisa, Italy|Oncologia Medica Az. Ospedaliera Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy|Chirurgia Generale e Oncologica dell'AZ. Ospedaliera Ordine Mauriziano, Torino, Italy|Divisione Chirurgica Az. Ospedaliera AULSS2, Treviso, Italy|SOC di Oncologia Az. Ospedaliera Sanitaria Universitaria Friuli Centrale-P.O. ""S. Maria della Misericordia"", Udine, Italy|Chirurgia generale e del Pancreas Azienda Ospedaliera Universitaria Integrata, Verona, Italy|Oncologia ULSS8 Berica, Vicenza, Italy","https://ClinicalTrials.gov/show/NCT04793932"
975,"QUILT-3.019: Phase 2 Study of NPC-1C Chimeric Monoclonal Antibody to Treat Pancreatic and Colorectal Cancer","Completed","No Results Available","Metastatic Pancreatic Cancer|Metastatic Colorectal Cancer","Drug: NPC-1C/NEO-102","Moffitt Cancer Center, Tampa, Florida, United States|Johns Hopkins Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States|Washington University in St. Louis, Saint Louis, Missouri, United States|Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|Duke University Medical Center, Durham, North Carolina, United States|UT Southwestern Medical Center, Dallas, Texas, United States","https://ClinicalTrials.gov/show/NCT01040000"
976,"A Clinical Study to Evaluated Which Number of Passes of EUS-FNB is Better for Culturing Primary Cells of PDAC","Recruiting","No Results Available","Pancreatic Ductal Adenocarcinoma","Procedure: different number of passes","The Third Xiangya Hospital, Central South University,, Changsha, Hunan, China","https://ClinicalTrials.gov/show/NCT04794140"
977,"Study of NAC of GA Therapy for Patients With BRPC","Unknown status","No Results Available","Pancreatic Ductal Adenocarcinoma","Drug: Neoadjuvant chemotherapy of gemcitabine plus nab-paclitaxel","Hirosaki University, Hirosaki, Aomori, Japan|Kobe University, Kobe, Hyogo, Japan|Hyogo College of Medicine, Nishinomiya, Hyogo, Japan|Nara Medical University, Kashihara, Nara, Japan|Kansai Medical University, Hirakata, Osaka, Japan|Kinki University, Sayama, Osaka, Japan|Osaka University, Suita, Osaka, Japan|Osaka Medical University, Takatsuki, Osaka, Japan|Shiga Medical University, Ōtsu, Shiga, Japan|Chiba University, Chiba, Japan|Gifu University, Gifu, Japan|Hiroshima University, Hiroshima, Japan|Kumamoto University, Kumamoto city, Japan|Kyoto Prefectural University of Medicine, Kyoto, Japan|Kyoto University, Kyoto, Japan|Nagoya University, Nagoya, Aichi, Japan|Osaka City University, Osaka, Japan|Second Department of Surgery, Wakayama Medical University, School of Medicine, 811-1 Kimiidera, Wakayama, Japan","https://ClinicalTrials.gov/show/NCT02926183"
978,"Gemcitabine and CT-011 for Resected Pancreatic Cancer","Terminated","Has Results","Pancreatic Neoplasms|Cancer of the Pancreas|Neoplasms Pancreatic|Pancreatic Cancer|Pancreas Cancer","Biological: CT-011|Drug: Gemcitabine","Georgia Regents University, Augusta, Georgia, United States","https://ClinicalTrials.gov/show/NCT01313416"
979,"Study to Evaluate the Efficacy, Safety and Pharmacokinetics of CT041 Autologous CAR T-cell Injection","Recruiting","No Results Available","Gastric Adenocarcinoma|Pancreatic Cancer|Gastroesophageal Junction Adenocarcinoma","Drug: CT041 autologous CAR T-cell injection|Drug: Physician's Choice（Paclitaxel or Irinotecan or Apatinib or Anti-PD-1 antibody）","Anhui Provincial Cancer Hospital, Hefei, Anhui, China|Beijing Cancer Hospital, Beijing, Beijing, China|Harbin medical university Affiliated Cancer Hospital, Harbin, Heilongjia, China|Henan Tumor Hospital, Zhengzhou, Henan, China|Nanjing Drum Tower Hospital, Nanjing, Jiangsu, China|Ruijin Hospital, affiliated to Shanghai Jiaotong University, school of medicine, Shanghai, Shanghai, China|Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China|Shanghai Zhongshan Hospital, Shanghai, Shanghai, China|West China Hospital, Sichuan University, Chengdu, Sichuan, China|Tianjin Medical University Cancer Institute and Hospital, Tianjin, Tianjin, China","https://ClinicalTrials.gov/show/NCT04581473"
980,"Gemcitabine and Radiation Therapy in Treating Patients With Locally Advanced Upper Gastrointestinal Cancer","Completed","No Results Available","Extrahepatic Bile Duct Cancer|Gallbladder Cancer|Gastric Cancer|Pancreatic Cancer|Small Intestine Cancer","Drug: gemcitabine hydrochloride|Genetic: polymerase chain reaction|Other: immunohistochemistry staining method|Procedure: conventional surgery|Radiation: intraoperative radiation therapy|Radiation: radiation therapy",,"https://ClinicalTrials.gov/show/NCT00544193"
981,"RAV12 in Treating Patients With Metastatic or Recurrent Adenocarcinoma","Completed","No Results Available","Cancer","Biological: monoclonal antibody RAV12","Premiere Oncology, Santa Monica, California, United States|Lombardi Comprehensive Cancer Center at Georgetown University Medical Center, Washington, District of Columbia, United States|University of Miami Sylvester Comprehensive Cancer Center - Miami, Miami, Florida, United States|Fox Chase Cancer Center - Philadelphia, Philadelphia, Pennsylvania, United States|Sarah Cannon Cancer Center at Centennial Medical Center, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00101972"
982,"A Phase 1B Study of Canakinumab, Spartalizumab, Nab-paclitaxel, and Gemcitabine in Metastatic PC Patients","Active, not recruiting","No Results Available","Metastatic Pancreatic Ductal Adenocarcinoma","Drug: Canakinumab injection; spartalizumab, nab-paclitaxel, gemcitabine","Dana Farber Cancer Institute, Boston, Massachusetts, United States|New York University, New York, New York, United States","https://ClinicalTrials.gov/show/NCT04581343"
983,"A Pilot Study to Assess Changes in Tumor Biology Following Second-line Treatment With Pembrolizumab Plus Lenvatinib in Patients With Advanced Pancreatic Ductal Adenocarcinoma","Not yet recruiting","No Results Available","Tumor|Adenocarcinoma","Drug: Pembrolizumab|Drug: lenvatinib","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT05273554"
