"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"206","hsa04622","RIG-I-like receptor signaling pathway","5/81","636/20464",0.107570888100879,0.145168480058468,0.0472718261455065,"piceatannol/dasatinib/ly-294002/pentoxifylline/sulfasalazine",5
"207","hsa04744","Phototransduction","2/81","151/20464",0.120377947899016,0.161667002492399,0.0526443097854839,"nifedipine/bepridil",2
"208","hsa04972","Pancreatic secretion","6/81","857/20464",0.123682154936417,0.165305957078481,0.0538292779581573,"flupirtine/ly-294002/atorvastatin/digoxin/bepridil/sulfasalazine",6
"209","hsa04530","Tight junction","6/81","869/20464",0.129699907879608,0.172519494691535,0.0561782527204546,"dasatinib/ly-294002/nifedipine/spironolactone/lapatinib/atorvastatin",6
"210","hsa00290","Valine, leucine and isoleucine biosynthesis","1/81","36/20464",0.133158706965602,0.176276764459225,0.057401748366124,"gabapentin",1
"211","hsa03013","Nucleocytoplasmic transport","1/81","39/20464",0.143429831933311,0.188973901788912,0.0615363708968058,"imatinib",1
"212","hsa00760","Nicotinate and nicotinamide metabolism","3/81","332/20464",0.144512000904623,0.189501586091911,0.0617082029682102,"piceatannol/pentoxifylline/oxypurinol",3
"213","hsa04340","Hedgehog signaling pathway","3/81","335/20464",0.147281713675633,0.192226837567258,0.0625956381324656,"ly-294002/obatoclax/abt-737",3
"214","hsa04137","Mitophagy - animal","4/81","523/20464",0.153120863293974,0.198914018671611,0.0647732131986313,"dasatinib/ly-294002/obatoclax/abt-737",4
"215","hsa04672","Intestinal immune network for IgA production","2/81","183/20464",0.163671943761635,0.211631629608067,0.0689145026364779,"pentoxifylline/atorvastatin",2
"216","hsa03320","PPAR signaling pathway","5/81","749/20464",0.175227245645234,0.225523955043403,0.0734383193250008,"doxycycline/icosapent/atorvastatin/perhexiline/sulfasalazine",5
"217","hsa04964","Proximal tubule bicarbonate reclamation","2/81","201/20464",0.189103712347322,0.242261898767537,0.0788887667323295,"digoxin/bepridil",2
"218","hsa00190","Oxidative phosphorylation","2/81","206/20464",0.196265721484583,0.250283809966579,0.0815009756044141,"piceatannol/enflurane",2
"219","hsa04514","Cell adhesion molecules","2/81","209/20464",0.200579717894424,0.254617176139953,0.0829120679592427,"pentoxifylline/atorvastatin",2
"220","hsa00561","Glycerolipid metabolism","3/81","395/20464",0.205909969717111,0.260195325369804,0.0847285042855099,"ranirestat/atorvastatin/ebpc",3
"221","hsa03010","Ribosome","1/81","59/20464",0.208897988205703,0.262776654846993,0.0855690735207929,"emetine",1
"222","hsa00983","Drug metabolism - other enzymes","5/81","820/20464",0.22445029073633,0.281068382093243,0.0915254860280911,"fludarabine/vemurafenib/pentoxifylline/enflurane/sulfasalazine",5
"223","hsa00380","Tryptophan metabolism","4/81","619/20464",0.229747833404734,0.286412097248951,0.0932655825952662,"as-605240/tetrindole/oxypurinol/sulfasalazine",4
"224","hsa00340","Histidine metabolism","2/81","240/20464",0.245681591322561,0.304908403516392,0.0992886130344935,"as-605240/tetrindole",2
"225","hsa05217","Basal cell carcinoma","2/81","242/20464",0.248612735521977,0.307174846556042,0.100026644467322,"fludarabine/ly-294002",2
"226","hsa03030","DNA replication","1/81","81/20464",0.275213997472536,0.338537572112235,0.110239421437532,"fludarabine",1
"227","hsa04390","Hippo signaling pathway","3/81","473/20464",0.288284219862324,0.353052921241084,0.114966115966427,"dasatinib/ly-294002/atorvastatin",3
"228","hsa03040","Spliceosome","1/81","88/20464",0.295139709423602,0.358916803019804,0.116875596591076,"dasatinib",1
"229","hsa04145","Phagosome","3/81","480/20464",0.295855312699532,0.358916803019804,0.116875596591076,"pi-103/pentoxifylline/sulfasalazine",3
"230","hsa00350","Tyrosine metabolism","4/81","696/20464",0.296945556455234,0.358916803019804,0.116875596591076,"piceatannol/as-605240/tetrindole/oxypurinol",4
"231","hsa00232","Caffeine metabolism","1/81","90/20464",0.300732720591407,0.359630344153516,0.117107950008339,"sulfasalazine",1
"232","hsa00071","Fatty acid degradation","3/81","485/20464",0.301272025220259,0.359630344153516,0.117107950008339,"icosapent/perhexiline/sulfasalazine",3
"233","hsa00040","Pentose and glucuronate interconversions","2/81","278/20464",0.30141679923658,0.359630344153516,0.117107950008339,"ranirestat/ebpc",2
"234","hsa00360","Phenylalanine metabolism","2/81","295/20464",0.32620316516414,0.387540512459961,0.126196456158867,"as-605240/tetrindole",2
"235","hsa00280","Valine, leucine and isoleucine degradation","3/81","516/20464",0.334944725772465,0.394553532901463,0.128480135666512,"gabapentin/oxypurinol/sulfasalazine",3
"236","hsa01212","Fatty acid metabolism","3/81","516/20464",0.334944725772465,0.394553532901463,0.128480135666512,"icosapent/perhexiline/sulfasalazine",3
"237","hsa00565","Ether lipid metabolism","2/81","307/20464",0.343571032474122,0.403007371425341,0.131232994860202,"anandamide/sulfasalazine",2
"238","hsa03015","mRNA surveillance pathway","1/81","108/20464",0.349137356952243,0.407815904339174,0.132798817770424,"imatinib",1
"239","hsa00051","Fructose and mannose metabolism","2/81","314/20464",0.353640331375563,0.411347331056094,0.133948771188278,"ranirestat/ebpc",2
"240","hsa04216","Ferroptosis","2/81","320/20464",0.362230032507587,0.419583120987955,0.136630626296721,"icosapent/sulfasalazine",2
"241","hsa03050","Proteasome","1/81","120/20464",0.379552889928934,0.437824495436696,0.142570642209602,"pentoxifylline",1
"242","hsa04310","Wnt signaling pathway","4/81","797/20464",0.388090466232554,0.445822932283678,0.145175207029142,"dasatinib/ly-294002/icosapent/atorvastatin",4
"243","hsa00750","Vitamin B6 metabolism","1/81","125/20464",0.39180772605072,0.448240937621811,0.145962592334251,"oxypurinol",1
"244","hsa00790","Folate biosynthesis","2/81","348/20464",0.401728101686602,0.457706607659325,0.149044938503226,"ranirestat/ebpc",2
"245","hsa04962","Vasopressin-regulated water reabsorption","1/81","136/20464",0.41793313550638,0.474226170084791,0.154424273484635,"tolvaptan",1
"246","hsa04710","Circadian rhythm","1/81","147/20464",0.44294957065399,0.500569026999224,0.163002409397703,"digoxin",1
"247","hsa00052","Galactose metabolism","2/81","384/20464",0.450795414979141,0.507372977183001,0.165218008473071,"ranirestat/ebpc",2
"248","hsa00061","Fatty acid biosynthesis","1/81","166/20464",0.483682808445042,0.542192825595652,0.176556542980788,"icosapent",1
"249","hsa01210","2-Oxocarboxylic acid metabolism","1/81","167/20464",0.485743193335965,0.542315693764651,0.176596553062325,"gabapentin",1
"250","hsa00770","Pantothenate and CoA biosynthesis","1/81","173/20464",0.497936064971062,0.553704904247821,0.180305269842153,"gabapentin",1
"251","hsa00260","Glycine, serine and threonine metabolism","2/81","428/20464",0.507623365080836,0.562228268894312,0.183080769121207,"as-605240/tetrindole",2
"252","hsa04975","Fat digestion and absorption","2/81","447/20464",0.530982127865663,0.585765998201009,0.190745459467197,"atorvastatin/sulfasalazine",2
"253","hsa04610","Complement and coagulation cascades","3/81","721/20464",0.547265487615853,0.600759624564562,0.195627897434882,"pentoxifylline/atorvastatin/enalaprilat",3
"254","hsa00240","Pyrimidine metabolism","2/81","462/20464",0.548895484314384,0.600759624564562,0.195627897434882,"fludarabine/pentoxifylline",2
"255","hsa00510","N-Glycan biosynthesis","1/81","218/20464",0.580721304618058,0.633100088956157,0.206159059637371,"spironolactone",1
"256","hsa00053","Ascorbate and aldarate metabolism","1/81","223/20464",0.589042507594331,0.639663348090719,0.20829628146839,"ebpc",1
"257","hsa00620","Pyruvate metabolism","2/81","507/20464",0.599768030207109,0.646962907430621,0.210673267849426,"ebpc/sulfasalazine",2
"258","hsa00600","Sphingolipid metabolism","1/81","230/20464",0.600418813370864,0.646962907430621,0.210673267849426,"ski-ii",1
"259","hsa00650","Butanoate metabolism","1/81","235/20464",0.608353756229527,0.652982024061036,0.212633298255392,"sulfasalazine",1
"260","hsa03410","Base excision repair","1/81","240/20464",0.61613303293254,0.658788396750946,0.21452405195222,"rucaparib",1
"261","hsa04913","Ovarian steroidogenesis","2/81","554/20464",0.648253809592896,0.690477237803928,0.224843023290942,"atorvastatin/sulfasalazine",2
"262","hsa00630","Glyoxylate and dicarboxylate metabolism","1/81","265/20464",0.652798000401783,0.692663527143877,0.22555495393553,"sulfasalazine",1
"263","hsa00330","Arginine and proline metabolism","2/81","584/20464",0.676739984572203,0.714301574049389,0.232601042666594,"as-605240/tetrindole",2
"264","hsa00592","alpha-Linolenic acid metabolism","1/81","284/20464",0.678329552334672,0.714301574049389,0.232601042666594,"sulfasalazine",1
"265","hsa04979","Cholesterol metabolism","1/81","290/20464",0.686000040531523,0.71948174888743,0.23428788490844,"atorvastatin",1
"266","hsa01040","Biosynthesis of unsaturated fatty acids","1/81","293/20464",0.689767255491982,0.71948174888743,0.23428788490844,"icosapent",1
"267","hsa00520","Amino sugar and nucleotide sugar metabolism","1/81","294/20464",0.691013046593323,0.71948174888743,0.23428788490844,"pentoxifylline",1
"268","hsa05150","Staphylococcus aureus infection","1/81","300/20464",0.698384703524923,0.724443834253465,0.235903709753116,"pentoxifylline",1
"269","hsa00250","Alanine, aspartate and glutamate metabolism","1/81","331/20464",0.733791564850845,0.758342212001988,0.246942181871151,"dasatinib",1
"270","hsa04614","Renin-angiotensin system","1/81","353/20464",0.756396164226996,0.778807902426314,0.253606511202814,"enalaprilat",1
"271","hsa00310","Lysine degradation","1/81","420/20464",0.81419448844362,0.832922084509372,0.271227941188209,"sulfasalazine",1
"272","hsa00270","Cysteine and methionine metabolism","1/81","421/20464",0.81494534887248,0.832922084509372,0.271227941188209,"gabapentin",1
"273","hsa00480","Glutathione metabolism","1/81","472/20464",0.849514284366635,0.86507315404368,0.281697429942281,"fludarabine",1
"274","hsa01230","Biosynthesis of amino acids","1/81","528/20464",0.880154600331954,0.893003572599574,0.290792530267184,"gabapentin",1
"275","hsa01240","Biosynthesis of cofactors","2/81","947/20464",0.894276163248853,0.904031903211568,0.294383732208235,"gabapentin/ebpc",2
"276","hsa00010","Glycolysis / Gluconeogenesis","1/81","632/20464",0.921610512700105,0.928093137547491,0.302218893711035,"ebpc",1
"277","hsa04146","Peroxisome","1/81","642/20464",0.924754673023939,0.928093137547491,0.302218893711035,"icosapent",1
"278","hsa01200","Carbon metabolism","1/81","843/20464",0.967098379577811,0.967098379577811,0.314920335644422,"sulfasalazine",1
