"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","id","jlf_tau"
"233","pirlindole","68802","GI1","trt_cp","up",0.16660266026922,0.307417845070678,0.314451408995329,0.719439071235143,NA,NA,0,597,554,"MAOA; SLC6A2; SLC6A4","pirlindole__GI1__trt_cp",45.6747813755613
"234","febuxostat","134018","GI1","trt_cp","up",0.165081207170682,0.308992212761452,0.314451408995329,0.712868991247398,NA,NA,0,597,554,"AOX1","febuxostat__GI1__trt_cp",31.7478137556133
"235","orlistat","3034010","GI1","trt_cp","up",0.163371758996893,0.31026234282815,0.314451408995329,0.705487093476446,NA,NA,0,597,554,"CNR1; DAGLA; DAGLB; FASN; LIPF; LPL; PNLIP","orlistat__GI1__trt_cp",42.3028440872922
"236","CV-1808","6917803","GI1","trt_cp","up",0.15551142745559,0.312944843080883,0.314451408995329,0.671543880237612,NA,NA,0,597,554,"ADORA2A; ADORA2B","CV-1808__GI1__trt_cp",37.791499251556
"237","ipriflavone","3747","GI1","trt_cp","down",-0.158514428888061,0.312075779234109,0.314451408995329,-0.669111810042547,NA,NA,0,597,554,NA,"ipriflavone__GI1__trt_cp",-33.0516820294651
"238","demecarium","25163033","GI1","trt_cp","down",-0.158508951531918,0.312075779234109,0.314451408995329,-0.669088689348058,NA,NA,0,597,554,"ACHE; BCHE","demecarium__GI1__trt_cp",-37.8230126841566
"239","huperzine-a","1253","GI1","trt_cp","up",0.154554569834839,0.313166047464116,0.314451408995329,0.667411888846451,NA,NA,0,597,554,"ACHE","huperzine-a__GI1__trt_cp",30.4675805562121
"240","PF-477736","16750408","GI1","trt_cp","down",-0.157533702676526,0.312407063587317,0.314451408995329,-0.66497202607992,NA,NA,-0.671210996266667,597,554,NA,"PF-477736__GI1__trt_cp",-46.7964626171906
"241","pentoxifylline","4740","GI1","trt_cp","down",-0.149640670735749,0.313894329060298,0.314451408995329,-0.631654422593193,NA,NA,0,597,554,"ACHE; ADORA1; ADORA2A; ADRA2B; CHIA; F3; ICAM1; IFNG; IL10; IL6; ITGAM; LTA; MPO; NT5E; PDE4A; PDE4B; PDE5A; TNF","pentoxifylline__GI1__trt_cp",-29.5763412904751
"242","DL-PDMP","16219895","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ASAH1; UGCG","DL-PDMP__GI1__trt_cp",0
"243","GW-501516","9803963","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"INS; PPARA; PPARD","GW-501516__GI1__trt_cp",0
"244","AZ-628","11676786","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.05204916165969,597,554,"BRAF; RAF1","AZ-628__GI1__trt_cp",0
"245","NVP-AUY922","10096043","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.00979159661416,597,554,"HSP90AA1; HSP90AA2; HSP90AB1; HSP90B1; TRAP1","NVP-AUY922__GI1__trt_cp",0
"246","palbociclib","5330286","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.2328708264283,597,554,"CCND3; CDK4; CDK6","palbociclib__GI1__trt_cp",0
"247","nutlin-3",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"nutlin-3__GI1__trt_cp",0
"248","PD-0325901","10206158","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.77196630550012,597,554,"MAP2K1; MAP2K2","PD-0325901__GI1__trt_cp",0
"249","salmeterol","5152","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADRB1; ADRB2; ADRB3; IL5","salmeterol__GI1__trt_cp",0
"250","amlodipine","2162","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCG2; CA1; CACNA1B; CACNA1C; CACNA1D; CACNA1S; CACNA2D1; CACNA2D3; CACNB1; CACNB2; CYP2B6; SMPD1","amlodipine__GI1__trt_cp",0
"251","digoxin","30322","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCB1; ABCG2; ATP1A1; RORC; SLCO1B3; SLCO4C1","digoxin__GI1__trt_cp",0
"252","azathioprine","2265","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"HPRT1; IMPDH1; PPAT; RAC1; TPMT","azathioprine__GI1__trt_cp",0
"253","selumetinib","10127622","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.71556015180837,597,554,"MAP2K1; MAP2K2","selumetinib__GI1__trt_cp",0
"254","temozolomide","5394","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MGMT; MLH1; TOP2A","temozolomide__GI1__trt_cp",0
"255","YM-155","10126189","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BIRC5","YM-155__GI1__trt_cp",0
"256","lopinavir","92727","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"lopinavir__GI1__trt_cp",0
"257","AM-580","2126","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"RARA","AM-580__GI1__trt_cp",0
"258","camptothecin","2538","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"HIF1A; TOP1","camptothecin__GI1__trt_cp",0
"259","zolpidem","5732","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GABRA2; GABRA3; GABRB3; GABRG2","zolpidem__GI1__trt_cp",0
"260","vemurafenib","42611257","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BRAF; CYP3A4; CYP3A5; RAF1","vemurafenib__GI1__trt_cp",0
"261","thioridazine","5452","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADRA1A; ADRA1B; CHRNA7; DRD1; HRH1; HTR1E; HTR6; HTR7; KCNH2; MALT1","thioridazine__GI1__trt_cp",0
"262","floxuridine","3363","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"TYMS","floxuridine__GI1__trt_cp",0
"263","alectinib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ALK","alectinib__GI1__trt_cp",0
"264","dienestrol","667476","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ESR1; SHBG","dienestrol__GI1__trt_cp",0
"265","crizotinib","11626560","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.04663061007108,597,554,"ALK; AXL; CYP2B6; CYP3A5; EPHA2; EPHA6; EPHB6; IRAK1; IRAK3; LTK; MAP3K2; MAP4K1; MAP4K2; MAP4K3; MAP4K5; MERTK; MET; MST1R; NTRK2; NTRK3; NUDT1; PLK4; ROS1; SLK; STK10; TEK; TIE1","crizotinib__GI1__trt_cp",0
"266","daunorubicin","2958","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCB1; ABCG2; DCXR; TOP2A; TOP2B","daunorubicin__GI1__trt_cp",0
"267","obatoclax","11404337","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.20023000042331,597,554,"BCL2; BCL2L1; MCL1","obatoclax__GI1__trt_cp",0
"268","trametinib","11707110","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.88511198101302,597,554,"MAP2K1; MAP2K2","trametinib__GI1__trt_cp",0
"269","JNJ-7706621","5330790","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AURKA; AURKB; AURKC; CDK1; CDK2; CDK4; CDK5; CDK6; CDK9; GSK3A; LIMK1; MAP3K2; MAP3K3; MAP3K9; NUAK1; ROCK2; RPS6KA6; SLK; STK10; STK4; TAOK1; TAOK2; TYK2","JNJ-7706621__GI1__trt_cp",0
"270","nelfinavir","73707414","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CYP3A5; CYP3A7","nelfinavir__GI1__trt_cp",0
"271","tamibarotene","108143","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CRABP1; CRABP2; RARA; RARB","tamibarotene__GI1__trt_cp",0
"272","atorvastatin","2250","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AHR; APOA1; APOB; APOE; CCL2; CD40LG; CETP; CRP; CYP3A5; DPP4; FASLG; HMGCR; IL6; LDLR; LPL; MTTP; PON1; RHOA; SERPINE1; SLCO1B1; VCAM1","atorvastatin__GI1__trt_cp",0
"273","XL-888",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.0004977601518,597,554,NA,"XL-888__GI1__trt_cp",0
"274","vandetanib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.04461743248264,597,554,"ABL2; BLK; BTK; DDR1; EGFR; EPHA1; EPHA2; EPHA6; EPHA8; EPHB1; EPHB2; EPHB4; EPHB6; FGR; FLT4; GAK; HCK; IRAK4; MAP2K5; PDGFRA; PTK6; RET; RIPK2; SIK2; STK10; STK35; TEK; TYRO3; VEGFA; YES1","vandetanib__GI1__trt_cp",0
"275","BRD-K63750851",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K63750851__GI1__trt_cp",0
"276","PI-103","9884685","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.95801735771221,597,554,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC","PI-103__GI1__trt_cp",0
"277","axitinib","6450551","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABL2; AURKC; CSF1; CYP3A5; FLT1; FLT4; KDR; KIT; PDGFRA; PDGFRB; PLK4","axitinib__GI1__trt_cp",0
"278","fludarabine","57007282","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADA; BAX; DCK; MCL1; POLA1; RRM1; RRM2; SLC29A1","fludarabine__GI1__trt_cp",0
"279","lorazepam","3958","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; TSPO","lorazepam__GI1__trt_cp",0
"280","NVP-BEZ235","11977753","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.04674213722197,597,554,NA,"NVP-BEZ235__GI1__trt_cp",0
"281","lomerizine","13579832","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCB1; CACNA1B; SCN5A","lomerizine__GI1__trt_cp",0
"282","olaparib","23725625","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PARP1; PARP2; PARP3; TNKS2","olaparib__GI1__trt_cp",0
"283","CGS-15943","2690","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADORA1; ADORA2A; ADORA2B; ADORA3","CGS-15943__GI1__trt_cp",0
"284","levosulpiride","688272","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"levosulpiride__GI1__trt_cp",0
"285","roscovitine","160355","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CCNA1; CDK1; CDK2; CDK5; CDK5R1; CDK7; CDK9","roscovitine__GI1__trt_cp",0
"286","tandutinib","3038522","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CSF1R; FLT3; KIT; PDGFD; PDGFRA; PDGFRB","tandutinib__GI1__trt_cp",0
"287","digitoxin","441207","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ATP1A1","digitoxin__GI1__trt_cp",0
"288","ibrutinib","16126651","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BLK; BMX; BTK","ibrutinib__GI1__trt_cp",0
"289","GDC-0199",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"GDC-0199__GI1__trt_cp",0
"290","mitomycin-c","5746","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"mitomycin-c__GI1__trt_cp",0
"291","AMG-232",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"AMG-232__GI1__trt_cp",0
"292","parbendazole","26596","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.800826438289402,597,554,"TUBB","parbendazole__GI1__trt_cp",0
"293","ABT-737","11228183","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BAD; BCL2; BCL2L1; BCL2L2","ABT-737__GI1__trt_cp",0
"294","AG-14361","9840076","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PARP1","AG-14361__GI1__trt_cp",0
"295","CGS-21680","68337842","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADORA1; ADORA2A; ADORA2B; ADORA3","CGS-21680__GI1__trt_cp",0
"296","raloxifene","5035","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACVRL1; AOX1; BGLAP; EBP; ENG; ESR1; ESR2; PTGR1; RAC1; SERPINB9; SHBG; TFF1","raloxifene__GI1__trt_cp",0
"297","cabozantinib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.206489679179597,597,554,"KDR; MET; RET","cabozantinib__GI1__trt_cp",0
"298","oncrasin-1",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"oncrasin-1__GI1__trt_cp",0
"299","fostamatinib","11213558","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BRD4; FLT3; RET","fostamatinib__GI1__trt_cp",0
"300","equilin","223368","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"HSD17B1","equilin__GI1__trt_cp",0
"301","calcipotriol","5353464","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BGLAP; GC; VDR","calcipotriol__GI1__trt_cp",0
"302","gatifloxacin","5379","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"TOP2A","gatifloxacin__GI1__trt_cp",0
"303","PHA-793887","46191454","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CCND1; CCNE1; CDK1; CDK2; CDK4; CDK5; CDK7; CDK9","PHA-793887__GI1__trt_cp",0
"304","masitinib","10074640","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.686693397869643,597,554,"DDR1; DDR2; FGFR3; KIT; LYN; PDGFRA; PDGFRB","masitinib__GI1__trt_cp",0
"305","indinavir","5462355","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CYP3A5","indinavir__GI1__trt_cp",0
"306","BRD-K20986251",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K20986251__GI1__trt_cp",0
"307","ixazomib","25183872","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-1.05630114964596,597,554,"PSMB5","ixazomib__GI1__trt_cp",0
"308","KW-2478",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.948990578261776,597,554,NA,"KW-2478__GI1__trt_cp",0
"309","alvocidib","5287969","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"BCL2; BIRC5; CCNT1; CDK1; CDK2; CDK4; CDK5; CDK6; CDK7; CDK8; CDK9; EGFR; MCL1; PYGB; PYGL; PYGM","alvocidib__GI1__trt_cp",0
"310","anguidine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.784047988959611,597,554,NA,"anguidine__GI1__trt_cp",0
"311","taselisib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.879128442390258,597,554,NA,"taselisib__GI1__trt_cp",0
"312","calcitriol","21158442","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CDA; CYP24A1; CYP27B1; CYP3A5; GC; HOXA10; VDR","calcitriol__GI1__trt_cp",0
"313","gefitinib","123631","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCG2; EGFR; EPHA6; ERBB3; ERBB4; GAK; IFI27L2; IRAK1; MAPK3; VEGFA","gefitinib__GI1__trt_cp",0
"314","birinapant",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"birinapant__GI1__trt_cp",0
"315","BRD-K84214706",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K84214706__GI1__trt_cp",0
"316","SKI-II","753704","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.832520698646285,597,554,"SPHK1","SKI-II__GI1__trt_cp",0
"317","trelagliptin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0.809448567513849,597,554,NA,"trelagliptin__GI1__trt_cp",0
"318","apafant","65889","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"PTAFR","apafant__GI1__trt_cp",0
"319","hyperin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"hyperin__GI1__trt_cp",0
"320","DPO-1","21678144","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"KCNA5","DPO-1__GI1__trt_cp",0
"321","ligustilide",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.269983048221922,597,554,NA,"ligustilide__GI1__trt_cp",0
"322","BRD-K65856711",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-K65856711__GI1__trt_cp",0
"323","flunixin","38081","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"flunixin__GI1__trt_cp",0
"324","AZD-6765",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"AZD-6765__GI1__trt_cp",0
"325","dabigatran-etexilate",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"dabigatran-etexilate__GI1__trt_cp",0
"326","epothilone","448013","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"TUBA1A; TUBA1B; TUBA1C; TUBA3C; TUBA4A; TUBA8; TUBB; TUBB1; TUBB3; TUBB4A; TUBB4B","epothilone__GI1__trt_cp",0
"327","physostigmine","16212981","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE; BCHE; CHRNA4; CHRNB2","physostigmine__GI1__trt_cp",0
"328","anandamide","5281969","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CACNA1G; CACNA1H; CACNA1I; CNR1; CNR2; FAAH2; GLRA1; GPR119; GPR18; GPR55; KCNA2; KCND3; KCNK3; KCNK9; PLD1; PLD2; PLD3; TRPM8; TRPV1","anandamide__GI1__trt_cp",0
"329","MK-3207",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CALCA","MK-3207__GI1__trt_cp",0
"330","amygdalin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"amygdalin__GI1__trt_cp",0
"331","phenserine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ACHE; APP; BCHE","phenserine__GI1__trt_cp",0
"332","SGX-523",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"MET","SGX-523__GI1__trt_cp",0
"333","TP-0903",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"TP-0903__GI1__trt_cp",0
"334","osthol","10228","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"osthol__GI1__trt_cp",0
"335","valproic-acid","3121","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABAT; ACADSB; ALDH5A1; HDAC1; HDAC2; HDAC9; OGDH; SCN10A; SCN11A; SCN1A; SCN1B; SCN2A; SCN2B; SCN3A; SCN3B; SCN4A; SCN4B; SCN5A; SCN7A; SCN8A; SCN9A","valproic-acid__GI1__trt_cp",0
"336","phenelzine","61100","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABAT; AOC3; GAD2; GPT; GPT2; MAOA; MAOB; SLC6A2; SLC6A3; SLC6A4","phenelzine__GI1__trt_cp",0
"337","dihydrotestosterone",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AKR1C4; AKR1D1; CGA; DHRS9; HSD17B1; HSD17B3; HSD3B1; HSD3B2; LHB; POMC; RDH16; SHBG; SRD5A1; SRD5A3","dihydrotestosterone__GI1__trt_cp",0
"338","eglumetad",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"eglumetad__GI1__trt_cp",0
"339","enflurane",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ATP2C1; ATP5D; ATP5F1D; CYP2E1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GLRA1; GLRB; GRIA1; KCNA1; KCNN4","enflurane__GI1__trt_cp",0
"340","talampanel",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIA1; GRIA3; GRIA4","talampanel__GI1__trt_cp",0
"341","telcagepant",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CALCA; CALCB; CALCRL; RAMP1","telcagepant__GI1__trt_cp",0
"342","canrenone","7061052","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GPER1","canrenone__GI1__trt_cp",0
"343","lumiracoxib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"TTR","lumiracoxib__GI1__trt_cp",0
"344","PSB-1115","5311479","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ADORA1; ADORA2B; ADORA3","PSB-1115__GI1__trt_cp",0
"345","RS-504393","9953769","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.765117694087976,597,554,"CCL2; CCR2","RS-504393__GI1__trt_cp",0
"346","argatroban","92722","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CYP3A5; F2; SELP","argatroban__GI1__trt_cp",0
"347","camostat-mesilate",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"camostat-mesilate__GI1__trt_cp",0
"348","GP-2a","16094766","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"GP-2a__GI1__trt_cp",0
"349","maltobionic-acid",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"maltobionic-acid__GI1__trt_cp",0
"350","amflutizole",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.67129330669952,597,554,NA,"amflutizole__GI1__trt_cp",0
"351","RS-45041-190","127951","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"RS-45041-190__GI1__trt_cp",0
"352","deserpidine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC18A2","deserpidine__GI1__trt_cp",0
"353","phenacetin","4754","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CYP2A6","phenacetin__GI1__trt_cp",0
"354","cinacalcet","156418","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.568949952137047,597,554,"CASR","cinacalcet__GI1__trt_cp",0
"355","macitentan",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EDNRA; EDNRB","macitentan__GI1__trt_cp",0
"356","ATPA","2253","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"GRIK1","ATPA__GI1__trt_cp",0
"357","YS-035","6917841","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"YS-035__GI1__trt_cp",0
"358","NE-100",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"EBP","NE-100__GI1__trt_cp",0
"359","tariquidar",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"ABCB1","tariquidar__GI1__trt_cp",0
"360","apremilast",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"IFNG; IL2; NOS3; PDE4A; PDE4B; PDE4D; TNF","apremilast__GI1__trt_cp",0
"361","defactinib",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,-0.898161058549498,597,554,NA,"defactinib__GI1__trt_cp",0
"362","oxybenzone","4632","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"AR; ESR2; LIPE; PGR","oxybenzone__GI1__trt_cp",0
"363","arglabin",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"arglabin__GI1__trt_cp",0
"364","fdcyd",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"DCK","fdcyd__GI1__trt_cp",0
"365","alclofenac",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"alclofenac__GI1__trt_cp",0
"366","BRD-A47364545",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,NA,"BRD-A47364545__GI1__trt_cp",0
"367","GW-405833","9911463","GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"CNR2","GW-405833__GI1__trt_cp",0
"368","guvacine",NA,"GI1","trt_cp","down",0,0.314451408995329,0.314451408995329,0,NA,NA,0,597,554,"SLC6A1; SLC6A11; SLC6A12; SLC6A13","guvacine__GI1__trt_cp",0
