"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","7/74","401/22568",0.000343178758055992,0.00368588589503542,0.00250178467518982,"amiodarone/obatoclax/pi-103/maraviroc/atorvastatin/mycophenolate-mofetil/pentoxifylline",7
"GO:0048170","BP","GO:0048170","positive regulation of long-term neuronal synaptic plasticity","3/74","42/22568",0.000354392418345449,0.00378867249428292,0.00257155079007651,"quizartinib/imatinib/vandetanib",3
"GO:0042044","BP","GO:0042044","fluid transport","4/74","102/22568",0.000355000413984909,0.00378867249428292,0.00257155079007651,"nifedipine/sitaxentan/macitentan/nimodipine",4
"GO:1903961","BP","GO:1903961","positive regulation of anion transmembrane transport","4/74","102/22568",0.000355000413984909,0.00378867249428292,0.00257155079007651,"lisinopril/zosuquidar/nimodipine/verapamil",4
"GO:0002360","BP","GO:0002360","T cell lineage commitment","5/74","185/22568",0.000357427096700771,0.00380652317330273,0.00258366688821011,"az-628/obatoclax/pi-103/atorvastatin/pentoxifylline",5
"GO:0010714","BP","GO:0010714","positive regulation of collagen metabolic process","5/74","186/22568",0.000366371404503176,0.00388538413851267,0.00263719354634639,"panobinostat/quizartinib/imatinib/entinostat/theophylline",5
"GO:0032967","BP","GO:0032967","positive regulation of collagen biosynthetic process","5/74","186/22568",0.000366371404503176,0.00388538413851267,0.00263719354634639,"panobinostat/quizartinib/imatinib/entinostat/theophylline",5
"GO:1903792","BP","GO:1903792","negative regulation of anion transport","6/74","289/22568",0.000373856057726044,0.00394817024979303,0.00267980944262998,"psb-11/pi-103/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:2001258","BP","GO:2001258","negative regulation of cation channel activity","6/74","289/22568",0.000373856057726044,0.00394817024979303,0.00267980944262998,"nifedipine/nicardipine/skf-96365/nimodipine/vandetanib/verapamil",6
"GO:0043029","BP","GO:0043029","T cell homeostasis","5/74","187/22568",0.000375484110661056,0.0039488412304521,0.00268026486886346,"nifedipine/obatoclax/fludarabine/nimodipine/verapamil",5
"GO:0048520","BP","GO:0048520","positive regulation of behavior","5/74","187/22568",0.000375484110661056,0.0039488412304521,0.00268026486886346,"psb-11/pi-103/theobromine/theophylline/pentoxifylline",5
"GO:0045986","BP","GO:0045986","negative regulation of smooth muscle contraction","6/74","290/22568",0.000380773884459369,0.00399614671257982,0.00271237333168891,"psb-11/theobromine/theophylline/orciprenaline/pentoxifylline/psb-1115",6
"GO:0010960","BP","GO:0010960","magnesium ion homeostasis","4/74","104/22568",0.000382226533024698,0.00400306958238314,0.00271707221007948,"nifedipine/erlotinib/lapatinib/vandetanib",4
"GO:0032891","BP","GO:0032891","negative regulation of organic acid transport","5/74","188/22568",0.000384767293352267,0.00402133601830692,0.00272947050204125,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0006835","BP","GO:0006835","dicarboxylic acid transport","7/74","409/22568",0.000386374754000907,0.0040297928888359,0.00273521057910603,"psb-11/icosapent/theobromine/theophylline/pentoxifylline/psb-1115/tolvaptan",7
"GO:1901264","BP","GO:1901264","carbohydrate derivative transport","7/74","410/22568",0.000392067535760773,0.00408073591859873,0.00276978801714882,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/verapamil/psb-1115",7
"GO:0051967","BP","GO:0051967","negative regulation of synaptic transmission, glutamatergic","5/74","189/22568",0.000394223041092982,0.00408632014668865,0.0027735782962448,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0071404","BP","GO:0071404","cellular response to low-density lipoprotein particle stimulus","5/74","189/22568",0.000394223041092982,0.00408632014668865,0.0027735782962448,"icosapent/amiodarone/cinacalcet/orlistat/atorvastatin",5
"GO:0050982","BP","GO:0050982","detection of mechanical stimulus","6/74","293/22568",0.000402130693874418,0.00415974537434029,0.00282341546281542,"quizartinib/nifedipine/imatinib/skf-96365/nimodipine/verapamil",6
"GO:0032892","BP","GO:0032892","positive regulation of organic acid transport","7/74","413/22568",0.000409550662686713,0.00422783587984157,0.00286963170174416,"psb-11/nifedipine/lisinopril/theobromine/theophylline/pentoxifylline/tolvaptan",7
"GO:0034705","CC","GO:0034705","potassium channel complex","7/74","414/22568",0.000415515238510113,0.00428065494693684,0.00290548249484515,"flupirtine/nifedipine/nicardipine/amiodarone/thioridazine/vernakalant/verapamil",7
"GO:0034405","BP","GO:0034405","response to fluid shear stress","6/74","295/22568",0.0004168815261316,0.00428598359248944,0.00290909929801342,"panobinostat/quizartinib/imatinib/entinostat/skf-96365/vandetanib",6
"GO:0055075","BP","GO:0055075","potassium ion homeostasis","5/74","192/22568",0.000423646713118832,0.00434668416224363,0.00295029963885708,"nifedipine/amiodarone/thioridazine/vernakalant/verapamil",5
"GO:0033139","BP","GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","4/74","107/22568",0.000425820442540142,0.00435129877316324,0.00295343179302826,"quizartinib/imatinib/pentoxifylline/vandetanib",4
"GO:0033141","BP","GO:0033141","positive regulation of peptidyl-serine phosphorylation of STAT protein","4/74","107/22568",0.000425820442540142,0.00435129877316324,0.00295343179302826,"quizartinib/imatinib/pentoxifylline/vandetanib",4
"GO:0001821","BP","GO:0001821","histamine secretion","5/74","193/22568",0.000433813810098489,0.00440912107417039,0.00299267851706244,"nifedipine/imatinib/ibrutinib/fludarabine/vandetanib",5
"GO:0043300","BP","GO:0043300","regulation of leukocyte degranulation","5/74","193/22568",0.000433813810098489,0.00440912107417039,0.00299267851706244,"imatinib/theophylline/pentoxifylline/vandetanib/psb-1115",5
"GO:0050649","MF","GO:0050649","testosterone 6-beta-hydroxylase activity","3/74","45/22568",0.000434972720867048,0.00440912107417039,0.00299267851706244,"theophylline/skf-96365/verapamil",3
"GO:0051434","MF","GO:0051434","BH3 domain binding","3/74","45/22568",0.000434972720867048,0.00440912107417039,0.00299267851706244,"imatinib/obatoclax/fludarabine",3
"GO:0006656","BP","GO:0006656","phosphatidylcholine biosynthetic process","5/74","194/22568",0.000444164066889964,0.00449326695322753,0.00304979229559505,"rivastigmine/icosapent/tacrine/atorvastatin/pentoxifylline",5
"GO:0098739","BP","GO:0098739","import across plasma membrane","7/74","419/22568",0.000446391130746139,0.00450676485601302,0.00305895395911302,"nifedipine/icosapent/imatinib/nicardipine/nilvadipine/lisinopril/verapamil",7
"GO:0032782","BP","GO:0032782","bile acid secretion","3/74","46/22568",0.000464227312235281,0.00467748397637465,0.00317482908147041,"cinacalcet/zosuquidar/verapamil",3
"GO:1990839","BP","GO:1990839","response to endothelin","2/74","10/22568",0.000469254119159451,0.00471871472812133,0.00320281433815058,"sitaxentan/macitentan",2
"GO:1901844","BP","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","4/74","110/22568",0.000472854110379721,0.00474546232444698,0.00322096919385998,"nifedipine/nicardipine/piclamilast/zardaverine",4
"GO:0002363","BP","GO:0002363","alpha-beta T cell lineage commitment","4/74","111/22568",0.000489322597977259,0.00490099300513731,0.00332653520554715,"obatoclax/pi-103/atorvastatin/pentoxifylline",4
"GO:0043621","MF","GO:0043621","protein self-association","7/74","426/22568",0.000492675153404321,0.00492480034531686,0.00334269437067445,"rivastigmine/quizartinib/icosapent/amiodarone/thioridazine/tacrine/pentoxifylline",7
"GO:0048713","BP","GO:0048713","regulation of oligodendrocyte differentiation","7/74","427/22568",0.000499588961863794,0.00498404165906805,0.003382904245614,"panobinostat/icosapent/amiodarone/entinostat/pi-103/theophylline/plerixafor",7
"GO:0051608","BP","GO:0051608","histamine transport","5/74","200/22568",0.000510232974688108,0.00508018946001098,0.00344816429484022,"nifedipine/imatinib/ibrutinib/fludarabine/vandetanib",5
"GO:0033003","BP","GO:0033003","regulation of mast cell activation","5/74","201/22568",0.000521926056897222,0.00518638333704169,0.0035202430899305,"imatinib/orlistat/theophylline/vandetanib/psb-1115",5
"GO:0002675","BP","GO:0002675","positive regulation of acute inflammatory response","6/74","308/22568",0.000523374975641872,0.00519056360911625,0.0035230804378333,"ibrutinib/pi-103/orlistat/atorvastatin/pentoxifylline/vandetanib",6
"GO:0045187","BP","GO:0045187","regulation of circadian sleep/wake cycle, sleep","6/74","309/22568",0.000532368607560795,0.00526940535483705,0.00357659405079543,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0023019","BP","GO:0023019","signal transduction involved in regulation of gene expression","5/74","203/22568",0.000545916301397505,0.00539292659384463,0.0036604337440496,"quizartinib/imatinib/theophylline/vandetanib/rucaparib",5
"GO:0038063","BP","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/74","49/22568",0.000559476044664317,0.00550049245913853,0.00373344377231127,"quizartinib/imatinib/vandetanib",3
"GO:0060374","BP","GO:0060374","mast cell differentiation","3/74","49/22568",0.000559476044664317,0.00550049245913853,0.00373344377231127,"quizartinib/imatinib/pi-103",3
"GO:0042749","BP","GO:0042749","regulation of circadian sleep/wake cycle","6/74","312/22568",0.000560073915213392,0.00550049245913853,0.00373344377231127,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0004435","MF","GO:0004435","phosphatidylinositol phospholipase C activity","5/74","205/22568",0.000570726860751914,0.00557259031542681,0.00378237998930567,"nicardipine/sitaxentan/maraviroc/cinacalcet/macitentan",5
"GO:0010171","BP","GO:0010171","body morphogenesis","5/74","205/22568",0.000570726860751914,0.00557259031542681,0.00378237998930567,"quizartinib/imatinib/az-628/lisinopril/vandetanib",5
"GO:0030032","BP","GO:0030032","lamellipodium assembly","5/74","205/22568",0.000570726860751914,0.00557259031542681,0.00378237998930567,"panobinostat/quizartinib/imatinib/pi-103/vandetanib",5
"GO:0055089","BP","GO:0055089","fatty acid homeostasis","6/74","315/22568",0.000588889302706555,0.0057388285715496,0.00389521373767494,"psb-11/theobromine/atorvastatin/theophylline/pentoxifylline/psb-1115",6
"GO:0001709","BP","GO:0001709","cell fate determination","3/74","50/22568",0.000593790786856902,0.00576433825394931,0.00391252836279193,"imatinib/obatoclax/fludarabine",3
"GO:0038065","BP","GO:0038065","collagen-activated signaling pathway","3/74","50/22568",0.000593790786856902,0.00576433825394931,0.00391252836279193,"quizartinib/imatinib/vandetanib",3
"GO:0072676","BP","GO:0072676","lymphocyte migration","7/74","441/22568",0.000604790045733311,0.00585984673869819,0.00397735447795116,"quizartinib/imatinib/erlotinib/pi-103/atorvastatin/pentoxifylline/vandetanib",7
"GO:0002888","BP","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","5/74","208/22568",0.000609520149202875,0.00588309314182813,0.00399313290863512,"ibrutinib/theophylline/pentoxifylline/vandetanib/psb-1115",5
"GO:0045117","BP","GO:0045117","azole transport","5/74","208/22568",0.000609520149202875,0.00588309314182813,0.00399313290863512,"nifedipine/imatinib/ibrutinib/fludarabine/vandetanib",5
"GO:0007608","BP","GO:0007608","sensory perception of smell","4/74","118/22568",0.000616251002351019,0.00593670812951898,0.00402952393059977,"theophylline/piclamilast/pentoxifylline/zardaverine",4
"GO:0007205","BP","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","6/74","318/22568",0.000618845269944516,0.00595034461462841,0.00403877965648,"psb-11/nifedipine/nicardipine/theobromine/theophylline/pentoxifylline",6
"GO:0043548","MF","GO:0043548","phosphatidylinositol 3-kinase binding","6/74","319/22568",0.000629089383472906,0.00603734450146622,0.00409783058475947,"quizartinib/nifedipine/imatinib/nicardipine/pi-103/vandetanib",6
"GO:0005242","MF","GO:0005242","inward rectifier potassium channel activity","4/74","119/22568",0.000636115986616816,0.00608165435689713,0.0041279057743974,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0016775","MF","GO:0016775","phosphotransferase activity, nitrogenous group as acceptor","4/74","119/22568",0.000636115986616816,0.00608165435689713,0.0041279057743974,"amiodarone/thioridazine/vernakalant/verapamil",4
"GO:0005518","MF","GO:0005518","collagen binding","6/74","320/22568",0.00063946481201335,0.00610211412295537,0.00414179278301354,"rivastigmine/quizartinib/imatinib/tacrine/pentoxifylline/vandetanib",6
"GO:0014032","BP","GO:0014032","neural crest cell development","7/74","447/22568",0.000654953850254985,0.00623812648318333,0.00423411078963252,"quizartinib/nifedipine/imatinib/sitaxentan/macitentan/lapatinib/vandetanib",7
"GO:1904036","BP","GO:1904036","negative regulation of epithelial cell apoptotic process","6/74","322/22568",0.000660614254704567,0.00628018975093908,0.00426266111421026,"imatinib/az-628/pi-103/atorvastatin/pentoxifylline/vandetanib",6
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","7/74","448/22568",0.000663626999584548,0.00628774961046454,0.00426779234758155,"quizartinib/nifedipine/imatinib/sitaxentan/macitentan/lapatinib/vandetanib",7
"GO:0001569","BP","GO:0001569","branching involved in blood vessel morphogenesis","5/74","212/22568",0.00066428457570077,0.00628774961046454,0.00426779234758155,"nifedipine/imatinib/sitaxentan/macitentan/vandetanib",5
"GO:0051400","MF","GO:0051400","BH domain binding","3/74","52/22568",0.000666391846592418,0.00628774961046454,0.00426779234758155,"imatinib/obatoclax/fludarabine",3
"GO:0086089","MF","GO:0086089","voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization","3/74","52/22568",0.000666391846592418,0.00628774961046454,0.00426779234758155,"flupirtine/nifedipine/vernakalant",3
"GO:0048864","BP","GO:0048864","stem cell development","7/74","450/22568",0.000681247310510398,0.00641592616316509,0.00435479182189973,"quizartinib/nifedipine/imatinib/sitaxentan/macitentan/lapatinib/vandetanib",7
"GO:0002886","BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","6/74","326/22568",0.000704540235301742,0.00662294061043425,0.00449530229522135,"imatinib/ibrutinib/theophylline/pentoxifylline/vandetanib/psb-1115",6
"GO:0043367","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","6/74","327/22568",0.000715867587702322,0.00671691372253033,0.00455908628051469,"az-628/thioridazine/pi-103/atorvastatin/pentoxifylline/vandetanib",6
"GO:0004629","MF","GO:0004629","phospholipase C activity","5/74","216/22568",0.000722658302928942,0.00676805030275566,0.00459379509038904,"nicardipine/sitaxentan/maraviroc/cinacalcet/macitentan",5
"GO:0005248","MF","GO:0005248","voltage-gated sodium channel activity","5/74","217/22568",0.000737833126936152,0.00689737337921055,0.00468157276447793,"amiodarone/ethotoin/skf-96365/vernakalant/verapamil",5
"GO:1903223","BP","GO:1903223","positive regulation of oxidative stress-induced neuron death","3/74","54/22568",0.000744422798431545,0.00694611143527253,0.00471465358282845,"imatinib/obatoclax/fludarabine",3
"GO:0001103","MF","GO:0001103","RNA polymerase II repressing transcription factor binding","5/74","218/22568",0.000753245198066498,0.00701546450154923,0.00476172678132929,"panobinostat/icosapent/amiodarone/entinostat/theophylline",5
"GO:0090280","BP","GO:0090280","positive regulation of calcium ion import","5/74","219/22568",0.000768896875039556,0.00714805050681341,0.00485171915916207,"quizartinib/imatinib/cinacalcet/atorvastatin/skf-96365",5
"GO:0001764","BP","GO:0001764","neuron migration","7/74","461/22568",0.000784922046554627,0.00727582630245857,0.00493844662075708,"imatinib/thioridazine/fludarabine/plerixafor/lapatinib/vandetanib/moxifloxacin",7
"GO:0070513","MF","GO:0070513","death domain binding","3/74","55/22568",0.000785524036220269,0.00727582630245857,0.00493844662075708,"imatinib/obatoclax/fludarabine",3
"GO:0046415","BP","GO:0046415","urate metabolic process","4/74","126/22568",0.000788097553843773,0.00728629386777173,0.00494555145124635,"nifedipine/imatinib/amiodarone/verapamil",4
"GO:0098982","CC","GO:0098982","GABA-ergic synapse","7/74","464/22568",0.000815262654605326,0.00751511338017234,0.00510086205114291,"nifedipine/nicardipine/thioridazine/nnc-05-2090/orlistat/lapatinib/vernakalant",7
"GO:0021795","BP","GO:0021795","cerebral cortex cell migration","5/74","222/22568",0.000817313242019535,0.00751511338017234,0.00510086205114291,"thioridazine/erlotinib/atorvastatin/lapatinib/vandetanib",5
"GO:1903959","BP","GO:1903959","regulation of anion transmembrane transport","5/74","222/22568",0.000817313242019535,0.00751511338017234,0.00510086205114291,"lisinopril/pi-103/zosuquidar/nimodipine/verapamil",5
"GO:0002318","BP","GO:0002318","myeloid progenitor cell differentiation","3/74","56/22568",0.000828041750358604,0.00757238180400404,0.00513973283260346,"quizartinib/imatinib/az-628",3
"GO:0030343","MF","GO:0030343","vitamin D3 25-hydroxylase activity","3/74","56/22568",0.000828041750358604,0.00757238180400404,0.00513973283260346,"theophylline/skf-96365/verapamil",3
"GO:0070643","MF","GO:0070643","vitamin D 25-hydroxylase activity","3/74","56/22568",0.000828041750358604,0.00757238180400404,0.00513973283260346,"theophylline/skf-96365/verapamil",3
"GO:0010800","BP","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","6/74","337/22568",0.000837079756071546,0.00764119097404912,0.00518643686306821,"nifedipine/ski-ii/nicardipine/erlotinib/skf-96365/vandetanib",6
"GO:0045687","BP","GO:0045687","positive regulation of glial cell differentiation","7/74","467/22568",0.00084652535204453,0.0077134656626729,0.00523549310451253,"panobinostat/icosapent/amiodarone/entinostat/pi-103/theophylline/plerixafor",7
"GO:0090322","BP","GO:0090322","regulation of superoxide metabolic process","6/74","338/22568",0.000850021626677776,0.00773136787652146,0.00524764418176607,"lisinopril/erlotinib/atorvastatin/pentoxifylline/lapatinib/vandetanib",6
"GO:0098659","BP","GO:0098659","inorganic cation import across plasma membrane","6/74","340/22568",0.000876369034041494,0.00794238937853045,0.00539087443221216,"nifedipine/icosapent/imatinib/nicardipine/nilvadipine/verapamil",6
"GO:0099587","BP","GO:0099587","inorganic ion import across plasma membrane","6/74","340/22568",0.000876369034041494,0.00794238937853045,0.00539087443221216,"nifedipine/icosapent/imatinib/nicardipine/nilvadipine/verapamil",6
"GO:0051953","BP","GO:0051953","negative regulation of amine transport","6/74","341/22568",0.000889777069359136,0.00804945277083318,0.00546354340834557,"psb-11/theobromine/orlistat/theophylline/pentoxifylline/psb-1115",6
"GO:2000108","BP","GO:2000108","positive regulation of leukocyte apoptotic process","5/74","227/22568",0.000903021620958187,0.00815465678460989,0.00553495033653874,"imatinib/pi-103/fludarabine/mycophenolate-mofetil/pentoxifylline",5
"GO:0007156","BP","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","4/74","131/22568",0.000911252617031257,0.00819964921706557,0.00556548882341072,"quizartinib/imatinib/pi-103/vandetanib",4
"GO:0042753","BP","GO:0042753","positive regulation of circadian rhythm","4/74","131/22568",0.000911252617031257,0.00819964921706557,0.00556548882341072,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0051145","BP","GO:0051145","smooth muscle cell differentiation","6/74","343/22568",0.000917068082733509,0.0082256680227508,0.00558314901452454,"quizartinib/imatinib/sitaxentan/macitentan/decitabine/vandetanib",6
"GO:2000288","BP","GO:2000288","positive regulation of myoblast proliferation","3/74","58/22568",0.000917403149130092,0.0082256680227508,0.00558314901452454,"nifedipine/icosapent/vernakalant",3
"GO:1903078","BP","GO:1903078","positive regulation of protein localization to plasma membrane","7/74","475/22568",0.000934552212601666,0.00834743805056827,0.00566580007811321,"icosapent/erlotinib/pi-103/pentoxifylline/lapatinib/vandetanib/verapamil",7
"GO:0035019","BP","GO:0035019","somatic stem cell population maintenance","4/74","132/22568",0.000937418162698219,0.00834743805056827,0.00566580007811321,"quizartinib/imatinib/az-628/vandetanib",4
"GO:0032516","BP","GO:0032516","positive regulation of phosphoprotein phosphatase activity","5/74","229/22568",0.000939116217212094,0.00834743805056827,0.00566580007811321,"quizartinib/nifedipine/imatinib/nicardipine/pi-103",5
"GO:1905224","BP","GO:1905224","clathrin-coated pit assembly","2/74","14/22568",0.000940905754907556,0.00834743805056827,0.00566580007811321,"erlotinib/vandetanib",2
"GO:1905787","BP","GO:1905787","regulation of detection of mechanical stimulus involved in sensory perception of touch","2/74","14/22568",0.000940905754907556,0.00834743805056827,0.00566580007811321,"nimodipine/verapamil",2
"GO:1905788","BP","GO:1905788","negative regulation of detection of mechanical stimulus involved in sensory perception of touch","2/74","14/22568",0.000940905754907556,0.00834743805056827,0.00566580007811321,"nimodipine/verapamil",2
"GO:0060371","BP","GO:0060371","regulation of atrial cardiac muscle cell membrane depolarization","4/74","133/22568",0.000964108674783277,0.00850997965971728,0.00577612473775539,"amiodarone/ethotoin/vernakalant/verapamil",4
"GO:0036378","BP","GO:0036378","calcitriol biosynthetic process from calciol","3/74","59/22568",0.000964284541473511,0.00850997965971728,0.00577612473775539,"theophylline/skf-96365/verapamil",3
"GO:0070640","BP","GO:0070640","vitamin D3 metabolic process","3/74","59/22568",0.000964284541473511,0.00850997965971728,0.00577612473775539,"theophylline/skf-96365/verapamil",3
"GO:0003254","BP","GO:0003254","regulation of membrane depolarization","7/74","478/22568",0.000969367426287909,0.0085399070993043,0.00579643790312693,"amiodarone/obatoclax/ethotoin/theophylline/vernakalant/verapamil/rucaparib",7
"GO:0043537","BP","GO:0043537","negative regulation of blood vessel endothelial cell migration","5/74","231/22568",0.000976274958790704,0.00858577698950431,0.00582757196197275,"panobinostat/icosapent/amiodarone/atorvastatin/vandetanib",5
"GO:0044107","BP","GO:0044107","cellular alcohol metabolic process","3/74","60/22568",0.00101265782857403,0.00885943972034959,0.00601331977015137,"theophylline/skf-96365/verapamil",3
"GO:0044108","BP","GO:0044108","cellular alcohol biosynthetic process","3/74","60/22568",0.00101265782857403,0.00885943972034959,0.00601331977015137,"theophylline/skf-96365/verapamil",3
"GO:2000291","BP","GO:2000291","regulation of myoblast proliferation","3/74","60/22568",0.00101265782857403,0.00885943972034959,0.00601331977015137,"nifedipine/icosapent/vernakalant",3
"GO:1904377","BP","GO:1904377","positive regulation of protein localization to cell periphery","7/74","482/22568",0.00101737270672325,0.00887285623766079,0.00602242619350777,"icosapent/erlotinib/pi-103/pentoxifylline/lapatinib/vandetanib/verapamil",7
"GO:0072028","BP","GO:0072028","nephron morphogenesis","6/74","350/22568",0.00101770676735452,0.00887285623766079,0.00602242619350777,"quizartinib/imatinib/obatoclax/lisinopril/skf-96365/vandetanib",6
"GO:0031258","CC","GO:0031258","lamellipodium membrane","4/74","136/22568",0.00104738770073015,0.00911588467807898,0.006187381063297,"saxagliptin/atorvastatin/linagliptin/vandetanib",4
"GO:0048477","BP","GO:0048477","oogenesis","6/74","353/22568",0.00106335276436442,0.00923890663427122,0.00627088186974577,"papaverine/obatoclax/vardenafil/theophylline/pentoxifylline/zardaverine",6
"GO:0060996","BP","GO:0060996","dendritic spine development","7/74","487/22568",0.00107999642425615,0.00936436562902715,0.00635603680925919,"panobinostat/icosapent/entinostat/pi-103/atorvastatin/theophylline/vandetanib",7
"GO:0006037","BP","GO:0006037","cell wall chitin metabolic process","2/74","15/22568",0.00108335767182089,0.00936436562902715,0.00635603680925919,"theophylline/pentoxifylline",2
"GO:0010383","BP","GO:0010383","cell wall polysaccharide metabolic process","2/74","15/22568",0.00108335767182089,0.00936436562902715,0.00635603680925919,"theophylline/pentoxifylline",2
"GO:0032941","BP","GO:0032941","secretion by tissue","7/74","488/22568",0.00109287795802822,0.00941088539118252,0.00638761196686527,"psb-11/nicardipine/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0031645","BP","GO:0031645","negative regulation of neurological system process","5/74","237/22568",0.00109433235432332,0.00941088539118252,0.00638761196686527,"nifedipine/pentoxifylline/nimodipine/verapamil/tolvaptan",5
"GO:0045739","BP","GO:0045739","positive regulation of DNA repair","5/74","237/22568",0.00109433235432332,0.00941088539118252,0.00638761196686527,"erlotinib/theophylline/lapatinib/vandetanib/rucaparib",5
"GO:0002320","BP","GO:0002320","lymphoid progenitor cell differentiation","4/74","138/22568",0.00110563765058844,0.00949193683702458,0.00644262540756423,"quizartinib/imatinib/obatoclax/pi-103",4
"GO:0006968","BP","GO:0006968","cellular defense response","6/74","356/22568",0.00111055848701712,0.00950186312281768,0.006449362846103,"psb-11/maraviroc/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","6/74","356/22568",0.00111055848701712,0.00950186312281768,0.006449362846103,"quizartinib/imatinib/obatoclax/fludarabine/pentoxifylline/vandetanib",6
"GO:0070576","MF","GO:0070576","vitamin D 24-hydroxylase activity","3/74","62/22568",0.00111395305738198,0.00951478009080241,0.00645813020176033,"theophylline/skf-96365/verapamil",3
"GO:0042626","MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances","6/74","360/22568",0.00117598710873071,0.0100107637856199,0.0067947777383837,"nifedipine/imatinib/amiodarone/zosuquidar/nimodipine/verapamil",6
"GO:0043492","MF","GO:0043492","ATPase activity, coupled to movement of substances","6/74","360/22568",0.00117598710873071,0.0100107637856199,0.0067947777383837,"nifedipine/imatinib/amiodarone/zosuquidar/nimodipine/verapamil",6
"GO:0002551","BP","GO:0002551","mast cell chemotaxis","4/74","141/22568",0.00119722381962184,0.0101402447004212,0.00688266254480589,"quizartinib/imatinib/pi-103/vandetanib",4
"GO:0097531","BP","GO:0097531","mast cell migration","4/74","141/22568",0.00119722381962184,0.0101402447004212,0.00688266254480589,"quizartinib/imatinib/pi-103/vandetanib",4
"GO:1901374","BP","GO:1901374","acetate ester transport","4/74","141/22568",0.00119722381962184,0.0101402447004212,0.00688266254480589,"psb-11/theobromine/theophylline/pentoxifylline",4
"GO:0098914","BP","GO:0098914","membrane repolarization during atrial cardiac muscle cell action potential","3/74","64/22568",0.00122143258639837,0.010327959290015,0.007010073294061,"flupirtine/nifedipine/vernakalant",3
"GO:0031620","BP","GO:0031620","regulation of fever generation","4/74","142/22568",0.00122889859557931,0.0103601182934491,0.00703190112711172,"sitaxentan/orlistat/macitentan/pentoxifylline",4
"GO:0002904","BP","GO:0002904","positive regulation of B cell apoptotic process","2/74","16/22568",0.00123549746684952,0.0103601182934491,0.00703190112711172,"fludarabine/pentoxifylline",2
"GO:0006896","BP","GO:0006896","Golgi to vacuole transport","2/74","16/22568",0.00123549746684952,0.0103601182934491,0.00703190112711172,"erlotinib/vandetanib",2
"GO:0071462","BP","GO:0071462","cellular response to water stimulus","2/74","16/22568",0.00123549746684952,0.0103601182934491,0.00703190112711172,"skf-96365/tolvaptan",2
"GO:0090160","BP","GO:0090160","Golgi to lysosome transport","2/74","16/22568",0.00123549746684952,0.0103601182934491,0.00703190112711172,"erlotinib/vandetanib",2
"GO:0010596","BP","GO:0010596","negative regulation of endothelial cell migration","5/74","244/22568",0.00124510698301996,0.0104233831679681,0.00707484198259573,"panobinostat/icosapent/amiodarone/atorvastatin/vandetanib",5
"GO:0015874","BP","GO:0015874","norepinephrine transport","6/74","365/22568",0.00126189070910219,0.0105289657843766,0.00714650588625948,"psb-11/lisinopril/guanadrel/theobromine/theophylline/pentoxifylline",6
"GO:0051954","BP","GO:0051954","positive regulation of amine transport","6/74","365/22568",0.00126189070910219,0.0105289657843766,0.00714650588625948,"psb-11/lisinopril/theobromine/theophylline/pentoxifylline/tolvaptan",6
"GO:0045730","BP","GO:0045730","respiratory burst","5/74","245/22568",0.00126783940650924,0.0105548888610207,0.0071641011015561,"imatinib/pi-103/pentoxifylline/vandetanib/allopurinol",5
"GO:0033005","BP","GO:0033005","positive regulation of mast cell activation","3/74","65/22568",0.0012775354352375,0.0105548888610207,0.0071641011015561,"theophylline/vandetanib/psb-1115",3
"GO:0033008","BP","GO:0033008","positive regulation of mast cell activation involved in immune response","3/74","65/22568",0.0012775354352375,0.0105548888610207,0.0071641011015561,"theophylline/vandetanib/psb-1115",3
"GO:0043306","BP","GO:0043306","positive regulation of mast cell degranulation","3/74","65/22568",0.0012775354352375,0.0105548888610207,0.0071641011015561,"theophylline/vandetanib/psb-1115",3
